[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 谈了Physical Intelligence派的研究科学家科里一鸣
[00:00:34] 这是一家在硅谷做机器人大脑的备受瞩目的实验室
[01:07:58] 但其实坦白讲跟上一次比还没有数量级的提升
[01:08:02] 而且这些数据应该是远远不够的
[01:08:06] 我相信随着现在这个行业素材的方式的这种
[01:08:12] 就是大家在做各种ego相关的数据
[01:08:14] 我觉得应该是等素材方式真的确定下来
[01:08:18] 然后可以大规模铺开的时候
[01:08:20] 可能那个时候会看到GPT-1的时刻
[01:08:22] 所以瓶颈还在数据
[01:08:24] 对我觉得现在就是因为跟GPT相比的话
[01:08:28] 我觉得应该还是在数据的
[01:08:30] 我们这次虽然也在讲
[01:08:30] 我们是模型的设计上是巨神原生
[01:08:34] 我们的模型设计都是特性是为了巨神设计的没错
[01:08:38] 但是为了做预训练
[01:08:40] 就是巨神原生的预训练
[01:08:42] 其实我们还是用了大量的互联网数据在做的
[01:08:46] 然后互联网数据的量级应该跟机器人的比就是远大于
[01:08:52] 大于多少
[01:08:52] 几倍于机器人真机采集数据
[01:08:54] 应该差两个数量级吧
[01:08:56] OK
[01:08:58] 大元模型能够skill up是因为互联网数据已经ready了
[01:09:00] 对
[01:09:02] 所以说在这里面
[01:09:02] 虽然说我们架构上已经做到巨神原生了
[01:09:06] 但我觉得数据上还没有
[01:09:08] 所以可能当巨神的数据上
[01:09:10] 数据本身可以做skill up的时候
[01:09:14] 或者说能至少跟互联网达到相同量级的时候
[01:09:16] 可能是我心目中的GPT-1的时刻吧
[01:09:18] 你估计还有多久啊
[01:09:20] 具体的时间可能就不好预估了
[01:09:24] 但是现在比之前的好处是因为基建上来了
[01:09:28] 模型的开发周期跟GPT之前的那个时候不一样了
[01:09:32] 那个时候大家能有个万卡集群就觉得很了不起了
[01:09:34] 就是至少从语言模型那一块
[01:09:36] 但现在美国的很多公司在做语言模型的时候
[01:09:40] 基本上都是10万卡
[01:09:40] 甚至可能到更多
[01:09:42] 所以我觉得整个的基建上来了之后
[01:09:46] 模型的开发效率也会比之前要快
[01:09:50] 所以说可能不一定说原来的GPT-1到GPT-3.5
[01:09:54] 或者说要拆GPT可能用了一段时间
[01:09:56] 然后可能现在从机器人的GPT-1出来
[01:10:00] 到机器人的拆GPT出来
[01:10:04] 可能不一定需要那么长时间了
[01:10:06] 因为配套的工具在成熟
[01:10:08] 你们的infra水平也跟着提升了是吗
[01:10:10] 对 因为我们开始要做预训练了
[01:10:14] 既然我们想去动到原生机模这个东西
[01:10:18] 它需要的资源肯定比之前说
[01:10:22] 我只把它当做数字世界的一个下游去做
[01:10:24] 需要的资源要多得多
[01:10:26] 你们要做原生巨声的模型
[01:10:28] 这个BAT是什么时候下的 当时纠结吗
[01:10:32] 其实不纠结
[01:10:34] 因为在发完1.0的时候
[01:10:36] 我们当时就意识到这个问题了
[01:10:38] 就是很多特性
[01:10:40] 我们当时是强行在数字的模型上魔改
[01:10:44] 强行魔改
[01:10:46] 然后发现很多东西就是不work
[01:10:48] 就是你改的再fancy
[01:10:52] 它有一些缺点还是会暴露出来
[01:10:54] 所以在1.0发布完之后
[01:10:56] 我们当时就做了决定
[01:10:58] 就是我们必须要具备做底层
[01:11:02] 更底层模型训练的能力
[01:11:04] 算不算是一次BAT
[01:11:06] 肯定算是一次BAT
[01:11:08] 因为我们也不确定这个东西是不是能成功
[01:11:12] 是不是能迅出来
[01:11:12] 因为之前也没有人有过这样的经历
[01:11:14] 但我觉得值得一赌
[01:11:18] 因为在我们看来
[01:11:20] 如果数字世界的那条路
[01:11:22] 就是走不了特别长远的话
[01:11:24] 这是一条必经的路
[01:11:28] 如果走不通
[01:11:30] 或者说如果不是我们走通
[01:11:32] 也会有人走通的
[01:11:34] 因为我觉得这可能是正确的路
[01:11:36] 嗯
[01:11:36] 有什么之前怎么做都做不成的任务
[01:11:40] 到这一次让你觉得有一点惊讶的吗
[01:11:42] 你有什么AHA moment吗
[01:11:44] 其实我对于刚刚说的那种
[01:11:48] 跟人一起打球这个事情就比较惊讶
[01:11:50] 因为它真的是综合体现了好多能力
[01:11:54] 就是你的执行也要快
[01:11:56] 然后你的这个随机性
[01:11:58] 或者说你的预判要好
[01:12:00] 对 然后再加上其实那个东西
[01:12:02] 我们可能一共也就采了20条数据
[01:12:04] 我就说为了执行这个任务
[01:12:06] 在预训练之后
[01:12:08] 为了做这个任务
[01:12:08] 可能就采了20条数据
[01:12:10] 哦
[01:12:12] 这个比较出乎你的意料
[01:12:14] 以前需要采多少数据
[01:12:16] 以前可能采多少数据都不一定能做成
[01:12:18] 对因为就是真的是不是能够让模型
[01:12:22] 把这个随机性就是cover的比较好
[01:12:24] 我感觉之前我是没看到过有类似的东西出来
[01:12:28] 嗯
[01:12:30] 在做原生机器人脑子这件事情上
[01:12:32] 有什么其他人的工作可以借鉴吗
[01:12:32] 比如说硅谷的一些
[01:12:34] Frontier Lab
[01:12:36] 他的工作有可借鉴性吗
[01:12:36] 我记得应该是Generis的
[01:12:40] 他们就是说
[01:12:40] 因为他们的数据量比我们要大得多
[01:12:44] 他们官方就是能
[01:12:46] 或者说能查到的消息
[01:12:48] 公开消息
[01:12:50] 然后可能应该就是几十万小时
[01:12:52] 而现在可能都不知道是不是
[01:12:54] 可能有百万了
[01:12:54] 我不清楚
[01:12:56] 然后他们的数据管线什么的
[01:12:56] 这方面应该还是比我们要成熟的
[01:12:58] 他们更早的去动到了Pretrain这个方面吧
[01:13:02] 对
[01:13:04] 跟他们不一样的
[01:13:04] 或者说可能只是出发说要用巨神数据做Pretrain这个事情是一样的
[01:13:10] 但是你要说技术本身的借鉴其实并没有
[01:13:14] 因为我们相信一定要从视频生成这个路线里面去学到一些知识嘛
[01:13:20] 对
[01:13:20] 所以说能够把视频生成这个做到原生的目前还没有看到
[01:13:26] 你怎么看Generalist和Physical Intelligence他们的路线的区别
[01:13:30] 我觉得他们两个更多的是
[01:13:32] 可能有一些最后的理念的一些不一样
[01:13:36] 因为Generalist更多
[01:13:38] 他是能接受有后训练的
[01:13:40] 他强调的是高效后训练
[01:13:42] 然后但是Pi好像更多强调的是Zero-shot
[01:13:48] 他更希望不要后训练
[01:13:50] 就是我什么都会
[01:13:52] 所以从这个角度来讲
[01:13:54] 我觉得可能天然选择的路可能就不一样
[01:13:58] 听起来Generalist更实用一些
[01:14:02] 从我的感觉上可能是可以
[01:14:04] 但是其实殊途同归
[01:14:06] 因为我觉得是这样
[01:14:08] 这两个能力都必须具备
[01:14:10] 就是如果我们设想未来有一天机器人真能够进家庭
[01:14:12] 你可能希望他有两个点
[01:14:14] 第一个点是他进到一个家庭之后
[01:14:16] 百分之八九十的活他自己就能干了
[01:14:18] 百分之十到百分之二十他干不了的
[01:14:20] 可能是你教他一下他就会了
[01:14:24] 这两个我觉得都是需要的能力
[01:14:26] 其实就是in-contact learning吧
[01:14:30] 对然后
[01:14:30] 感觉这两个其实不那么冲突
[01:14:34] 但是这是一个点
[01:14:38] 然后另外一个可能他们两个技术理念
[01:14:42] 我个人会感觉有点不一样的是
[01:14:44] Generalist可能还是在他对Yumi那条数据
[01:14:48] 可能会比较他理解的比较深入
[01:14:50] 玩的也比较好
[01:14:52] 然后Physical Intelligence可能还是在真机摇操上
[01:14:56] 他们应该是在这方面做的比较扎实
[01:14:58] 对
[01:15:00] 所以我觉得从这个再往后看
[01:15:02] 就是因为现在大家开始去讲那个Ego centric了嘛
[01:15:04] 就是而且再往后可能说
[01:15:06] 我觉得灵巧手这个东西可能也会逐步的被提上日程
[01:15:12] 就是大家可能会越来越关注说需要的更复杂的一些操作任务
[01:15:18] 那个时候可能假爪就不能满足需求
[01:15:20] 可能一定要用灵巧手了
[01:15:20] 对可能在Ego的兴起再加上灵巧手的不断的发展
[01:15:26] 很有可能
[01:15:28] 灵巧和Yumi两个两条数据的路线可能都会发生一些变化
[01:15:34] 对就是可能他们也要去迭代升级
[01:15:36] 但有可能最后再往后发展发展
[01:15:40] 可能就合久必分分久必合
[01:15:42] 可能他们也会慢慢走向同一条路
[01:15:44] 这个谁知道呢
[01:15:46] 所以现在不同的路线的核心是
[01:15:48] 我怎么使用数据或者我怎么获取数据
[01:15:52] 这是一个很关键的点
[01:15:52] 对这肯定是一个很关键的点
[01:15:54] 我现在是比较坚信的一点
[01:15:56] 尤其是我们这次我觉得算是
[01:15:56] 做了一个比较比较好的一个开始
[01:16:00] 我还是很坚信巨神一定会有自己的模型
[01:16:04] 就是他为巨神设计的模型
[01:16:06] 但是就是在这个这个观点如果不变的情况下
[01:16:10] 那他的数据必须要支撑他可以做自己的模型
[01:16:14] 所以数据是如何把数据很好的scape up
[01:16:18] 是一个至关重要的点
[01:16:20] 我去年去上海外谈大会
[01:16:22] 他们为一个事情真的不可开交
[01:16:24] 就是说到底巨神至哪里
[01:16:26] 是一个独立于语言模型之外的一个独立的学科呢
[01:16:30] 一个独立的发展方向呢
[01:16:30] 还是他是基于大语言模型的一个方向
[01:16:34] 有两派观点
[01:16:34] 一派认为我们是基于LM训练的
[01:16:38] 所以我们是成长在LM这个上面的一个支线
[01:16:42] 然后另一派就觉得我们一定是独立的
[01:16:44] 你是哪一派
[01:16:44] 我不能完全说是哪一派
[01:16:46] 如果硬要选一个我可能会选的后者
[01:16:48] 巨神智能要解决的问题
[01:16:50] 跟语言模型它其实是不冲突的
[01:16:56] 就是语言模型更多的是让人听懂
[01:16:58] 这个指令到底是什么
[01:17:00] 让机身听懂指令是什么
[01:17:00] 但我觉得巨神智能更多需要解决的是
[01:17:04] 怎么把这个一件事情做好
[01:17:06] 做好本身是不需要再理解语言的
[01:17:10] 但是它的前一步就是怎么把语言转译成
[01:17:16] 就是它的后面的一系列动作
[01:17:20] 就是第一步可能是需要依赖语言模型
[01:17:24] 我会认为
[01:17:24] 巨神会继续拿大语言模型当一个比较好的入口
[01:17:30] 然后它会成长出自己的模型
[01:17:34] 它们两个中间可能只是一个交互的层面
[01:17:38] 更好的当然是我们把语言系统也内嵌到巨神里面
[01:17:42] 但我感觉短期内巨神要聚焦解决的问题不是那个
[01:17:48] 它还是要先解决怎么把一个事情干明白这个点
[01:17:52] 但干明白这个事情
[01:17:54] 我个人会觉得对语言的依赖没有那么高
[01:17:58] 语言是第一个招呼工具
[01:18:02] 对
[01:18:04] 换句话说如果不是语言
[01:18:06] 假如说一共就一万个任务
[01:18:08] 然后你把这一万个任务就编成固定的编码给它
[01:18:12] 可能也行
[01:18:12] 只是它没有办法在任务维度再泛化了
[01:18:16] 但语言模型本身可以在那个维度再泛化嘛
[01:18:18] 它解决的是需求泛化的问题我感觉
[01:18:22] 对
[01:18:22] 但是这个明显不是现在
[01:18:24] 现在这个阶段巨神智能的核心焦点
[01:18:28] 嗯
[01:18:28] 你觉得从24年底就是你们开始做支家公司
[01:18:32] 然后到现在为止整个行业的突破是什么在哪些方面
[01:18:36] 它的进步快吗
[01:18:38] 其实我觉得进步是比我想象的要快得多
[01:18:42] 因为首先从硬件上
[01:18:46] 然后现在至少像语术啊智源啊
[01:18:50] 就是已经把这个量产啊已经跑通了
[01:18:52] 应该是已经可以进入的了
[01:18:54] 应该是已经可以进入到量产阶段了
[01:18:56] 然后这相当于供应链也随着这个行业发展也在成熟
[01:19:02] 这是一个点
[01:19:02] 然后从去年开始大家是假爪
[01:19:06] 到今年开始零销售公司已经层出不穷
[01:19:08] 然后已经有非常多的零销售公司出来
[01:19:10] 然后零销售的发展也是
[01:19:12] 就是我觉得可能也用不了太久
[01:19:14] 可能会变成渐渐变成标配
[01:19:18] 渐渐只能说就是可能再给它一段时间
[01:19:20] 因为硬件毕竟有自己的发展周期
[01:19:22] 只是说大家已经不满于不满足于假爪了
[01:19:26] 然后再加上就是传感器层面
[01:19:28] 现在有越来越多的触觉相关的传感器
[01:19:30] 然后这些其实都是为了
[01:19:34] 就是零销售啊触觉
[01:19:34] 其实就是为了让机器人做更复杂更精细的任务嘛
[01:19:38] 对吧
[01:19:38] 这是这是从就本身硬件
[01:19:42] 或者说对这个行业里面硬件的发展来讲
[01:19:46] 我觉得是一个比较让我惊叹的一个速度
[01:19:48] 他们是不是也都是一种数据获取方式
[01:19:50] 对
[01:19:52] 他们一定会考虑说跟数据的关系
[01:19:56] 他更多的还是为了模型的升级嘛
[01:19:58] 我觉得还是或者说你能够提供更多的执行更多的任务
[01:20:02] 其实也是为了让模型能学到更多的知识
[01:20:06] 对
[01:20:06] 然后这是这是硬件硬件这个层面
[01:20:08] 然后另外还有一个层面就是
[01:20:12] 从这个落地的这个层面
[01:20:14] 因为现在已经可以看到很多家都在去展示说
[01:20:18] 模型可以比如说可以进工厂干活
[01:20:20] 像像Figure还去展示
[01:20:22] 展示了这个物流分解
[01:20:24] 对吧
[01:20:24] 然后已经有越来越多的开始去提机器人的落地
[01:20:30] 而且现在的落地已经不再是通过比如说一些传统的控制方式落地
[01:20:36] 大家都在尝试用模型去落地
[01:20:40] 我觉得这个也是一个比我想象的要更快的一个一个一个节奏
[01:20:44] 因为去年的时候
[01:20:46] 去年WSE的时候
[01:20:48] 7月份的时候
[01:20:50] 我觉得更多的还是在show demo
[01:20:54] 那个时候我记得
[01:20:54] 我记得之前还有一个说法
[01:20:56] 说什么24年在倒咖啡
[01:20:58] 25年在叠衣服
[01:21:00] 反正一年有一个新的动作
[01:21:00] 然后大家在展示
[01:21:02] 但我感觉今年反而是大家demo提的少了
[01:21:06] 都在提进场景了
[01:21:08] 对我觉得就是短短一年的时间
[01:21:10] 然后模型的就是说软件侧的发展也是突飞猛进
[01:21:14] 所以从这两个角度来讲
[01:21:16] 我是觉得这个行业确实是在加速的
[01:21:20] 对不急于期的有吗
[01:21:22] 不急于期数据
[01:21:24] 我会这么理解
[01:21:26] 在大家尝试着真的开始步入巨神原生之前
[01:21:30] 对数据的虽然大家都在喊
[01:21:32] 学数据需要数据
[01:21:34] 但是数据真实的情况是
[01:21:38] 如果你真的不需要做一个基础模型
[01:21:42] 可能不需要那么多数据量
[01:21:44] 你到底需要多大的数据量
[01:21:46] 我觉得
[01:21:48] 比想象状态
[01:21:48] 我觉得应该是百万小时起步吧
[01:21:52] 就是能开始说我这个整个模型里面
[01:21:56] 巨神的数据跟互联网数据可能说大家相对平衡一点
[01:22:02] 然后我让他既能学到一些通用的知识
[01:22:04] 又能学到一些操作相关的知识
[01:22:08] 对这是我觉得一个比较理想的状态
[01:22:10] 应该是在百万小时起步
[01:22:12] 对但是在百万小时之前
[01:22:16] 大家会先有一个十万小时的规模
[01:22:18] 而这十万个小时是可以
[01:22:20] 就是就怎么说
[01:22:22] 它是完全拿来做预训练的预训练
[01:22:24] 不是说基于数字模型的训练
[01:22:26] 是巨神原生的预训练
[01:22:28] 对所以我觉得不及预期的就是
[01:22:32] 在没有可能就是过去一年
[01:22:34] 没有看到巨神原生的东西真的出来
[01:22:38] 然后就是因为没有这个东西出来
[01:22:42] 所以大家对数据量需求其实没有想象中那么迫切
[01:22:46] 就是大家会讲说
[01:22:48] 大家都知道行业的公认就是说
[01:22:52] 可能数据是一个很关键的东西
[01:22:54] 而且需要很大量
[01:22:54] 但是没有一个具体的
[01:22:56] 比如说你不训计模式
[01:22:58] 没有一个推动力
[01:23:00] 说让你马上一定要拿到这么些数据的
[01:23:02] 所以我感觉数据的这个发展
[01:23:06] 其实还有一点
[01:23:08] 我觉得不及预期
[01:23:10] 对这是我自己的看法
[01:23:10] 今年好像有一个现象
[01:23:12] 去年之前的这一波机器人公司很多都是
[01:23:16] 本体和模型一起做的
[01:23:18] 但是今年大家明显更看重大脑了
[01:23:20] 而且很多公司开始只做大脑不做本体
[01:23:22] 你觉得为什么会发生这样的一个变化
[01:23:24] 感觉是两代机器人公司这种感觉
[01:23:26] 其实我感觉
[01:23:30] 我感觉一个比较关键的点就是
[01:23:34] 就是一个本体很难
[01:23:36] 目前来讲一个本体很难通用
[01:23:38] 然后但如果你不通用的话
[01:23:42] 你要一定要选准场景
[01:23:44] 这样做本体才有意义
[01:23:46] 你这个本体相当于是为了场景专门设计的
[01:23:52] 因为专门设计它可以有一些东西做强化
[01:23:56] 有一些东西做减配
[01:23:58] 因为最后落地的话要讲的是成本
[01:24:00] 我们不可能拿一个各方面
[01:24:04] 就是六边形战士
[01:24:06] 然后去做某一个具体的任务
[01:24:08] 这样的话它可能很多东西是超配的
[01:24:10] 成本一定是上升的
[01:24:12] 对
[01:24:14] 可能大家不讲本体的一个原因是
[01:24:16] 第一本体其实也有自己的门槛
[01:24:18] 你到底能不能有量产的能力
[01:24:20] 这肯定是一个点
[01:24:22] 第二个就是本体的
[01:24:26] 就是你如果场景选不准
[01:24:28] 本体设计的一定是有问题的
[01:24:30] 但是场景现在
[01:24:32] 现在我看来比较难
[01:24:34] 大家也不太敢说哪个场景一定会跑得非常好
[01:24:40] 大家都在做尝试
[01:24:42] 可能确实比较难决定说哪个场景最后就是先跑
[01:24:46] 最好的
[01:24:46] 所以我感觉可能有这方面的一个原因
[01:24:50] 然后再加上另一个点是
[01:24:52] 这是刚才我觉得对从硬件的需求的角度出发
[01:24:58] 但另外一个点是我觉得从现在行业来看
[01:25:02] 大脑可能是目前是落后于本体的
[01:25:06] 大脑的开发是落后于本体的
[01:25:10] 很多时候换句话说
[01:25:12] 现在就是今年的主要矛盾
[01:25:14] 应该是怎么让它先变得能把活干好
[01:25:18] 然后
[01:25:20] 去年王兴建还说干活是一片荒漠
[01:25:22] 对
[01:25:22] 所以我觉得应该是还不能把活干好
[01:25:26] 所以说会有更多的人想要去试图解决这个问题
[01:25:30] 然后但我觉得这个行业在
[01:25:32] 尤其大脑跟
[01:25:34] 虽然说大脑跟本体现在还是不能完全结合
[01:25:38] 但是
[01:25:38] 我觉得就从这个发展来看
[01:25:40] 他们两个一定是交替上升的
[01:25:42] 就可能现在大脑是落后于本体的
[01:25:44] 但是因为随着进来做大脑的人越来越多
[01:25:46] 可能这条路或者说智能层
[01:25:50] 它会跑得会更快一点
[01:25:52] 然后可能某一天它就超过了本体
[01:25:56] 那个时候可能会对本体提出新的需求
[01:25:58] 本体就会再去
[01:26:00] 可能在那个时候会有一批新的
[01:26:02] 由智能重新定义的本体公司
[01:26:06] 就是可能再往那个方向去发展
[01:26:08] 就是它可能不再从我们大家之前理解的一些参数
[01:26:14] 再去看这个本体了
[01:26:16] 可能很多东西就是为了
[01:26:18] 就是更好了方便模型控制去设计的
[01:26:22] 我觉得可能那个时候本体又会再发展一段时间
[01:26:24] 然后可能那个时候本体又更强
[01:26:28] 然后又会催生说智能又不足了
[01:26:30] 我觉得一定是这么一个过程
[01:26:32] 所以上一代硬件不一定能够迭代适应下一代的模型
[01:26:36] 对吧
[01:26:38] 我觉得是至少我的判断应该是这样的
[01:26:42] 然后硬件本身可能还好
[01:26:46] 但我觉得传感器应该是
[01:26:48] 现在的传感器应该是还要再做进一步的升级
[01:26:54] 尤其是触觉相关的
[01:26:56] 其实我举个例子
[01:26:58] 比如说触觉或者说之前大家对传感器是有指标的
[01:27:04] 就是我必须要做比如说我的精度达到多少
[01:27:06] 然后我的频率达到多少
[01:27:08] 它有很多指标
[01:27:10] 但是会发现很多时候做传感器
[01:27:12] 如果只做传感器本身
[01:27:14] 它可能会希望这些指标都好
[01:27:18] 但是有些时候又不能决定
[01:27:20] 可能你没办法真的满足说所有的东西都很好
[01:27:24] 它一定要有取舍
[01:27:26] 取什么舍什么
[01:27:26] 其实师们我觉得这也是个问题
[01:27:30] 但是之前的取舍可能大家会凭着使用的过程中
[01:27:34] 比如说力必须要准
[01:27:36] 既然你是触觉传感器力就要准
[01:27:38] 可能会先取这个
[01:27:40] 这可能是大家的一个
[01:27:42] 或者说不能叫共识
[01:27:44] 反正下意识都会这么想
[01:27:46] 但是有可能这个东西在AI这个时代
[01:27:48] 模型可能最需要的不一定是你力要准
[01:27:52] 有可能是需要你反应够快
[01:27:54] 我可能对实质性要求可能比那个更高
[01:27:58] 这都是有可能的
[01:28:00] 所以说可能如果说传感器在迭代升级
[01:28:04] 可能要从模型的需求出发
[01:28:06] 看我们要强化哪些指标弱化哪些指标
[01:28:08] 就是还没有到说模型可以定义它的时候
[01:28:12] 他们肯定会按照传感器的发展
[01:28:14] 肯定会按照就是传统的理解
[01:28:16] 说我们去怎么去尽可能的优化
[01:28:18] 对我觉得这可能是一个未来的趋势
[01:28:22] 有的是从硬件出发
[01:28:22] 有的是从软件出发
[01:28:24] 但是大家都想进入家庭这个最好的场景里
[01:28:26] 可能现在其他的一些场景还不够那么性感
[01:28:30] 对是这样就是可能还是这样
[01:28:34] 可能还是2C更性感一点
[01:28:38] 所以他现在需要做一个选择
[01:28:40] 我是从软件出发还是从硬件出发
[01:28:42] 对
[01:28:44] 有的人从硬件出发
[01:28:44] 你们是从软件出发
[01:28:46] 对我们是从软件出发
[01:28:48] 沿着脑子往后做
[01:28:48] 你觉得接下来几代会怎么迭代
[01:28:50] 我觉得是这样
[01:28:52] 就是刚才我说的我们这一把是做了
[01:28:56] 就是怎么说呢
[01:28:58] 从这个物理特性上做了一些原生的设计
[01:29:02] 然后接下来我觉得最大的就是
[01:29:04] 怎么能够从架构原生再往前再走一步
[01:29:08] 做到数据原生
[01:29:10] 数据原生解决了刚刚我们说的泛化性有很多种
[01:29:14] 比如说本体构型的泛化性
[01:29:16] 然后我们现在能够做到位置的泛化性
[01:29:18] 然后但是接下来我们还要做任务的泛化性
[01:29:20] 任务的泛化性就严重的吃数据了
[01:29:24] 对
[01:29:26] 然后一个更优雅的素材方式
[01:29:30] 能拿到更多的好的数据
[01:29:32] 然后以及把这个数据整理出来
[01:29:34] 真的比较好的送给模型
[01:29:38] 我觉得可能是下一版本
[01:29:40] 我们最重要的一个核心
[01:29:42] 意味着你要自己去做数据
[01:29:44] 裁数据
[01:29:44] 可能会投入更多的资源来做这个事情
[01:29:48] 对或者说把数据的
[01:29:48] 素材的这个整个的标准
[01:29:50] 需要再做的更扎实一点
[01:29:54] 就是到底怎么样
[01:29:54] 裁什么样的数据
[01:29:56] 怎么裁
[01:29:56] 然后这个东西到底是不是可以规模化复制
[01:30:00] 可能这个是我们接下来要关注的一个比较大的
[01:30:02] 像有什么可能性规模化复制吗
[01:30:04] 其实就是大家现在讲的比较多
[01:30:08] 就是ego
[01:30:08] 然后其实ego的数据
[01:30:10] 我个人的看法是
[01:30:12] 他提出了一个比较好sigwap的一个方式
[01:30:16] 这一点是毋庸置疑的
[01:30:18] 但是现在的问题是
[01:30:20] 只从ego假如说就只有头部的相机拍下来的
[01:30:24] 这个数据到底能不能用
[01:30:26] 他对于之后假如说零销售真的发展起来
[01:30:30] 然后我们想要做手部的一些精心化动作
[01:30:32] 有没有帮助
[01:30:34] 这些东西还是未知的
[01:30:36] 我觉得ego应该是提出了一个采集理念
[01:30:38] 但这个采集理念是要被打磨成一个具体的一个产品
[01:30:42] 才能够就是开始说部署下去
[01:30:46] 然后开始做起来蔬菜这个事情
[01:30:50] 我觉得这个理念和
[01:30:52] 从理念诞生到一个理念的真正的实施
[01:30:54] 可能还是要点时间
[01:30:58] 所以说巨神智能现在接下来要解决的最重要的一件事情
[01:31:02] 还得是数据
[01:31:02] 对应该是数据的就是可规模化的
[01:31:06] 然后可以被模型使用的数据
[01:31:08] 就是这个可以被模型使用
[01:31:10] 我觉得可以被模型使用和可规模化
[01:31:14] 这两点本身就是一个平衡
[01:31:16] 因为模型可能希望数据越好越好
[01:31:18] 就是质量越高也好
[01:31:20] 还有的模态越多也好
[01:31:22] 这是模型的需求
[01:31:22] 但是规模化的就是你你的需求越高
[01:31:26] 我越不能规模化就变成定值了
[01:31:28] 就是我很难真的上量
[01:31:30] 那在质量
[01:31:32] 和数量之间怎么取一个平衡
[01:31:36] 就是说我模型哪些东西是可以舍弃的
[01:31:40] 这个东西可能现在还没有太定义清楚
[01:31:42] 这个事情一旦定义清楚
[01:31:44] 我觉得后面的事情就会加速
[01:31:48] 你这是第一次创业
[01:31:50] 对创业有什么新的感受吗
[01:31:52] 对我来说两个第一次吧
[01:31:54] 第一次创业含了两个部分
[01:31:58] 然后第一个部分是我觉得第一次面向落地
[01:32:02] 这是第一次
[01:32:04] 然后第二次就是创业
[01:32:08] 换句话说第一个第一个第一次是业
[01:32:10] 第二个第一次是创
[01:32:12] 对我觉得从落地的角度来讲
[01:32:14] 可能确实让我感悟比较深的
[01:32:16] 就是以前会更关注技术的领先性
[01:32:20] 现在会更关注技术的哪一方面的领先性
[01:32:24] 就是技术还是要领先
[01:32:26] 但是是不是有价值的领先
[01:32:30] 还是说只是技术的领先性
[01:32:30] 只是技术人就是拍脑子觉得
[01:32:32] 他其实有很多东西都可以领先
[01:32:34] 你现在希望哪里领先
[01:32:36] 我现在肯定希望能支持的任务越多越好
[01:32:40] 对就是我会优先选择场景的
[01:32:44] 或者说场景在任何任务的泛滑性这一方面
[01:32:46] 然后这是第一个第一次就是业的部分
[01:32:52] 然后再说一下创的部分
[01:32:54] 我觉得可能第一次交货我的更多的就是人要学会
[01:32:58] 或者说创业要学会读
[01:33:00] 创业一定是赌出来的
[01:33:02] 就怎么说呢
[01:33:06] 没有人知道哪一个路一定是成功的
[01:33:10] 然后资源又一定是有限的
[01:33:12] 所以在有限的资源下
[01:33:14] 路径不确定的情况下就是要赌
[01:33:16] 对我觉得敢做决定敢赌
[01:33:20] 这是我觉得很关键很关键的一点
[01:33:22] 因为如果说一条就是大家如果都知道哪条路是成功的
[01:33:26] 那为什么是你成功
[01:33:28] 就是如果那条路一定成功大厂一定成功了
[01:33:30] 对这是百分之百的嘛
[01:33:32] 就是有资有更有资源更有人的地方一定会成功
[01:33:36] 对然后但是在路径未知的时候
[01:33:40] 如果犹豫不决很有可能最后就什么都做不出来
[01:33:46] 这里面你们的大赌有哪些不做本体是一个大赌吗
[01:33:48] 对我觉得做第一个是传感器是一个大赌
[01:33:52] 对然后第二个就是原生是一个大赌
[01:33:56] 因为原生这个事情很有可能做到最后就发现没做出来
[01:34:00] 就是你训了半天训了一年花了好多资源
[01:34:02] 然后结果这模型就是不收敛
[01:34:04] 这是其实我觉得这是一场豪赌
[01:34:08] 就是做他也没做出来有很多种可能
[01:34:12] 比如说就是思路错了
[01:34:14] 也有可能是技术还不成熟
[01:34:16] 可能再过个两年三年重新再做这个事可能就成了
[01:34:20] 就是说你你太早的进入也不行
[01:34:22] 然后就是可能资源不够也是一方面
[01:34:28] 就是说你本来只
[01:34:30] 只能做100块钱的事
[01:34:30] 但你非要做一个200块钱的事
[01:34:32] 你没有那么多资源
[01:34:34] 这些都是赌的一个怎么说呢风险点所在吧
[01:34:38] 然后但是我觉得一旦是做成了那种时候的成就感还是比较高的吧
[01:34:44] 蚂蚁对你们的期待要求是什么呀
[01:34:48] 因为现在蚂蚁集团整个也是AI first
[01:34:50] 就是从这个大的战略上讲
[01:34:52] 其实我们也是想要突破智能的上限
[01:34:56] 对然后只不过是AI first它就包含两部分问题
[01:35:00] 就是物理世界的AI和巨神智能就是数字世界的AI
[01:35:02] 我们可能就是承载了集团在物理世界人工智能上限的这个使命
[01:35:08] 这是这是一脉相承的
[01:35:10] 然后另外一个我觉得还是说蚂蚁集团还是一个以这个生活服务
[01:35:14] 数字世界的生活服务为就是怎么为核心的一个一个一个公司
[01:35:20] 然后我觉得这一点我们也是在整个集团的延长线上
[01:35:24] 我们就是想弥补或者说也不能叫弥补吧
[01:35:28] 应该说是补齐从数字世界往物理世界迁移这条中间的这个这一部分
[01:35:36] 就是怎么把一个服务真的执行起来
[01:35:38] 对可能是这两点是我们跟集团最大的怎么说呢
[01:35:44] 我觉得是理念上的契合吧
[01:35:46] 对蚂蚁对你们的管理是什么样的
[01:35:48] 其实整体来讲还是比较还是比较按照那个创业创业公司的方式让我们去管的
[01:35:58] 对
