[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解封后的人间烟火气息
[04:57:11] 口袋一样的一样一样的一个称呼
[04:57:14] 然后所有人都在claim自己做世界模型
[04:57:16] 我觉得这件事情嗯一方面我觉得对
[04:57:20] 我觉得肯定不是一个比较呃一个researcher会享受enjoy这样一个过程吧啊
[04:57:28] 但另一方面我觉得可能一个领域往前走
[04:57:30] 可能还是需要一些这样的这样的buzzword对
[04:57:34] 然后我觉得非要说的话
[04:57:37] 我可能会喜欢呃世界模型的一点
[04:57:40] 就所谓word model
[04:57:41] 嗯
[04:57:41] 的一点是这个这个是Jetendra Malik一个教授讲的
[04:57:46] 他说
[04:57:46] 嗯
[04:57:47] 他唯一喜欢word model这一点
[04:57:49] 是因为他能告诉大家我做的是word model
[04:57:52] 而不是word model
[04:57:54] word是word
[04:57:56] 就是单词
[04:57:57] 单词啊
[04:57:58] 我做的是世界模型而不是单词
[04:58:00] 单词模型
[04:58:01] 那单词模型就是Lm
[04:58:03] 对吧
[04:58:03] 所以我还蛮蛮同意的啊
[04:58:05] 所以所以我觉得啊
[04:58:07] 像我一直重复的
[04:58:08] 我觉得我觉得我觉得世界模型是所有人会抵达的一个一个终点啊
[04:58:13] 它是它是一个目标
[04:58:15] 对
[04:58:16] 嗯
[04:58:18] 其实你随着你要开始做世界模型
[04:58:20] 你也做了一个非常重大的决定
[04:58:22] 就是你要创业了
[04:58:24] 这是一个非常大的跟你之前的research的生涯
[04:58:28] 非常大的不不同的一个选择
[04:58:30] 你为什么做这个选择
[04:58:31] 以及这个选择是怎么发生的
[04:58:32] 哦
[04:58:33] 这个选择也是一个玄学选择
[04:58:35] 玄学
[04:58:36] 哈哈哈
[04:58:37] 哎呀
[04:58:38] 这个大家可能觉得我这个太玄学
[04:58:40] 但是确实是因为之前有很多弯曲认识的朋友一些啊
[04:58:46] 也是对我帮助很大的一些mentor吧
[04:58:48] 然后大家可能有投资人的身份啊
[04:58:51] 有这种其他创业者的身份啊
[04:58:53] 他们就说哎
[04:58:54] 三年你应该也尝试去去创业
[04:58:57] 嗯
[04:58:57] 啊
[04:58:57] 因为在学校里面像我刚刚说的
[04:59:00] 其实有很大的困境
[04:59:01] 对
[04:59:02] 但并不是学校一无是处
[04:59:04] 我觉得学校其实是一个很好很好的平台
[04:59:07] 他让我有足够的空间去真的找到我想做的事情
[04:59:12] 但我突然觉得哎
[04:59:13] 好像现在是一个时间点
[04:59:15] 似乎
[04:59:16] 啊
[04:59:17] 我想要探索的东西探索到了一定的地步啊
[04:59:21] 再往后有可能会陷入我叫他一个中等paper陷阱啊
[04:59:26] 哦
[04:59:27] 就像中等收入陷阱
[04:59:28] 就是说你会发一些不错的论文
[04:59:30] 但是由于这个这个resource的限制啊
[04:59:36] 导致你没办法真的把你的你的这些idea推广成一个啊
[04:59:44] 某种意义上一个新的breakthrough啊
[04:59:45] 对
[04:59:46] 所以我觉得这可能是是一个好的时间点
[04:59:50] 然后所以我有一个mentor就问我
[04:59:52] 那时候还蛮有趣的
[04:59:53] 可能大概是啊
[04:59:54] 去年去年的可能年中吧
[04:59:58] 或者说可能是秋天的时候
[04:59:59] 25年年中
[05:00:00] 嗯对25年年中
[05:00:02] 然后他就说哎
[05:00:03] 你去问一问杨乐空啊
[05:00:06] 他好像最近在meta呆的不是很顺心
[05:00:10] 嗯但那个时候其实还没有这么动荡
[05:00:12] 还没有这个x王
[05:00:14] 然后比如说fair的layoff
[05:00:16] 然后这么多动荡的事情
[05:00:18] 然后我的第一的直觉是说啊
[05:00:21] 这个怎么可能呢
[05:00:22] 对样对吧
[05:00:23] 我们等一下可以再来
[05:00:24] 我想再还想再聊一下样是怎么样的一个人
[05:00:27] 但至少在那个时候我会觉得他还是一个吧
[05:00:30] godfather of ai
[05:00:31] 然后呀
[05:00:32] 他是一个纯粹的researcher
[05:00:36] 怎么可能会拉他一起创业呢
[05:00:38] 嗯
[05:00:39] 然后结果我们有了这个对话之后的第二周的周围呢
[05:00:44] 就是周一我们刚好有一个one one的meeting
[05:00:46] 就是一对一的一个meeting啊
[05:00:48] 跟了更样更了更
[05:00:50] 然后还没等我说什么
[05:00:53] 然后样就跟我说说哎
[05:00:55] 三年你先不要告诉别人
[05:00:57] 但我已经决定了啊
[05:00:59] 这个我现在想要做的事情啊
[05:01:02] 我觉得应该在外面做
[05:01:04] 我想要去创业开一个公司
[05:01:07] 然后我就我就问他说你想做什么事情啊
[05:01:09] 这个背后的business model是什么呀
[05:01:11] 嗯
[05:01:12] 然后后来发现哇
[05:01:13] 这件事情跟我想象的事情完全一致
[05:01:16] 嗯
[05:01:17] 非常有趣
[05:01:18] 对
[05:01:19] 然后这件事情是什么呢
[05:01:20] 我觉得你可以你可以叫他世界模型啊
[05:01:23] 或者说这部分的出发的逻辑在于
[05:01:27] 我觉得在我想做的这件事情上
[05:01:31] 在现在的这个不管是世界上每个任何一个国家
[05:01:37] 我觉得都做不了啊
[05:01:38] 包括在在湾区在故谷也做不了
[05:01:41] 那这个这个事情是什么呢
[05:01:43] 就是说你还是有一定的这个research的程度啊
[05:01:46] 嗯
[05:01:47] 对吧
[05:01:48] 他不是完全的说哎
[05:01:49] 我们现在要logic model
[05:01:50] 我们要deploy这个system
[05:01:51] 然后我们要push the product
[05:01:53] 然后去去去去get some revenue
[05:01:55] 其实其实not like that
[05:01:57] 对吧
[05:01:58] 然后我觉得这件事情有很强的这种research的这种
[05:02:05] 嗯
[05:02:06] 倾向性嗯
[05:02:07] 对吧
[05:02:08] 但是他又不是在纯粹的学术学术的这个这个setting下面
[05:02:13] 他不是过去的fair也不是nyu
[05:02:16] 嗯
[05:02:17] 他不是学校也不是过去的那个传统的fair
[05:02:19] 但另一方面他也不是湾区的这些大厂
[05:02:23] 和现在的很多这些new lab
[05:02:25] 处在一个完全封闭的情况下
[05:02:28] 封闭是什么意思
[05:02:30] 封闭意思就是说啊
[05:02:32] 你当然不开源不能发表论文
[05:02:34] 然后像我说的这个block
[05:02:36] 嗯
[05:02:37] 上面也不能署名啊
[05:02:38] 也不能呃署名
[05:02:39] 然后然后像我其实我在google在gdm的时候
[05:02:42] 我在gni
[05:02:43] 整个gni or只有我一个人
[05:02:46] 是有这种相当于小财两只船
[05:02:48] 有一个double affiliation
[05:02:50] 还在学校在做事情
[05:02:51] 啊
[05:02:52] 大家其实对学术界
[05:02:54] 对这种纯粹的探索性的research
[05:02:57] 其实是有点抵触的啊
[05:02:59] 这是一个湾区现在的一个一个状态
[05:03:02] 对
[05:03:03] 然后
[05:03:04] 怎么理解是谁抵触
[05:03:06] 抵触意思就是说第一
[05:03:07] 我觉得大家瞧不上啊
[05:03:11] 这个这个这个
[05:03:12] 这个学术界在做的工作
[05:03:13] 不觉得学术界的做的东西
[05:03:16] 能够真的啊
[05:03:18] 能够能够产生怎么样的影响
[05:03:21] 啊
[05:03:22] 第二他们因为也不publish
[05:03:25] 导致啊
[05:03:27] 很多东西
[05:03:29] 你也不知道他们在干嘛
[05:03:30] 对吧
[05:03:31] 即使在这些大厂里面
[05:03:32] 其实有些大的公司
[05:03:34] 有有这种research的部门
[05:03:36] 然后也有这种偏product的部门
[05:03:38] 但即使是这两个部门
[05:03:40] 同一个公司两个部门之间
[05:03:42] 也有一个很大的隔阂啊
[05:03:44] 因为again就是做做这边
[05:03:46] 比如说核心模型训练的
[05:03:48] 这些公司的的这些部门啊
[05:03:52] 必须要在这个highly competitive
[05:03:54] 这个赛道上面啊
[05:03:56] 走到最前面
[05:03:58] 这是他们唯一的目标
[05:04:00] 对
[05:04:01] 是军备竞赛
[05:04:02] 是一个军备竞赛
[05:04:03] 嗯
[05:04:04] 啊
[05:04:05] 然后这件事情就会压榨
[05:04:07] 你的research的空间
[05:04:08] 嗯
[05:04:09] 你会你会抽走这个这个这个
[05:04:11] 这个这个这个环境里面
[05:04:13] 能够给你充分的freedom
[05:04:15] 去做research的这样的氧气
[05:04:17] 嗯
[05:04:18] 所以你没有想过加入加入任何的lab
[05:04:21] 你没有办法忍受这种没有氧气的感受
[05:04:25] 是我觉得这也是一个很有意思的现象
[05:04:27] 这个现象是说当初确实有些机会
[05:04:30] 我也在有一些其他的考虑
[05:04:32] 嗯
[05:04:33] 然后
[05:04:35] 但我想了想之后
[05:04:37] 我觉得可能这件事情
[05:04:39] 如果你真的想做这种
[05:04:40] 完全前沿的探索
[05:04:41] 你想去定义问题的话
[05:04:43] 可能还是得在一个自己的startup做
[05:04:46] 才会成立这件事情
[05:04:48] 嗯
[05:04:49] 就别人的startup就是他定义的问题
[05:04:51] 然后你来做执行
[05:04:53] 是其他其他startup
[05:04:55] 当然首先我不认为在这个其他startup里面
[05:04:58] 嗯
[05:04:59] 有任何一个startup或者一个大公司
[05:05:02] 在focus在我们在做的这个事情上
[05:05:05] 所谓的building the predictive brain
[05:05:07] 这件事情
[05:05:08] 对吧
[05:05:09] 在
[05:05:10] 你可以认为是最foundation layer
[05:05:12] 或者说最upstream layer
[05:05:13] 啊
[05:05:14] 做一些做一些事情
[05:05:15] 嗯
[05:05:16] 这件事情其实是不存在的
[05:05:17] 啊
[05:05:18] 更有意思的是其实很多
[05:05:19] 我的朋友在我和他交流的时候
[05:05:22] 大家都会意识到这件事情其实是必须的
[05:05:25] 就我刚说这件事情一方面有点所谓的这种
[05:05:28] 呃
[05:05:29] 反共识的吧
[05:05:30] 就是有点contrarian view
[05:05:31] 但另一方面
[05:05:32] 其实又在过去的一年里面
[05:05:34] 我觉得又逐渐变成了一个共识
[05:05:36] 所以我说的东西没有什么新鲜的
[05:05:38] 没有什么新鲜的
[05:05:39] 嗯
[05:05:40] 但是
[05:05:41] 我刚才简单提到了
[05:05:42] 我觉得现在
[05:05:43] 在整个AI行业里面
[05:05:45] 有这样一个巨大的AI的
[05:05:47] 呃
[05:05:48] 这样的这样的一个value chain
[05:05:50] 这样一个价值链条
[05:05:51] 在最上层
[05:05:52] 这个价值链条
[05:05:53] 就像我刚刚说的有beta lesson
[05:05:55] 有AGI
[05:05:56] 有LM
[05:05:57] 这样的一个叙事逻辑
[05:05:58] 这件事情
[05:05:59] 定义了一系列的benchmark
[05:06:02] 嗯
[05:06:03] 对吧
[05:06:04] 就是说你要打榜
[05:06:05] 嗯
[05:06:06] 嗯
[05:06:07] 那你就打打的这个榜可能是LM arena
[05:06:08] 啊
[05:06:09] 或者说其他的这些榜单
[05:06:10] 对吧
[05:06:11] 有有一系列这个benchmark
[05:06:13] 这个benchmark定义了
[05:06:17] resource allocation
[05:06:18] 就是说你你怎么样分配资源
[05:06:20] 嗯
[05:06:21] 对吧
[05:06:22] 因为我的目标如果是在榜单上得到第一名
[05:06:24] 那
[05:06:25] 我只能投入最多的资源
[05:06:27] 使得我能够处在这个位置上去竞争
[05:06:31] 然后resource allocation
[05:06:33] 决定了
[05:06:34] 其实这件事情已经跟researcher
[05:06:36] 觉得什么是对
[05:06:37] 什么是错
[05:06:38] 已经有一点脱离了
[05:06:40] 啊
[05:06:41] 虽然有些啊
[05:06:42] 很强很强的researcher知道
[05:06:44] 我们可能需要做一些research
[05:06:46] 但是在这个价值链条下面啊
[05:06:48] resource allocation决定了
[05:06:50] 他们不能做这一部分的research
[05:06:53] 所以比如说我会觉得哎
[05:06:55] 啊
[05:06:56] 这个视频理解这件事情其实蛮重要的
[05:06:59] 但现在好像不管学术界也好
[05:07:01] 工业界也好
[05:07:02] 啊
[05:07:03] 做的不多
[05:07:04] 或者说大家做这件事情
[05:07:05] 但没有fundamental
[05:07:06] 从world model角度去approach this problem
[05:07:09] 去去解决这个问题
[05:07:10] 对吧
[05:07:11] 但为什么会这样啊
[05:07:12] 但你这个很有很有意思的现象
[05:07:14] 你就会看到不是没有人不愿意做这件事
[05:07:17] 不是没有人没有这个能力做这个事
[05:07:20] 嗯是他们全都无一例外啊
[05:07:22] 不管在哪一个公司里面
[05:07:24] 无一例外被发配给了一个做视频生成模型的
[05:07:29] 这个video captioning的team
[05:07:32] 因为因为这是在这个价值链条下面的
[05:07:35] 唯一一个一个可以可以间接对吧
[05:07:39] 参与到这个价值链条里面的一个一个position
[05:07:42] 对吧
[05:07:43] 虽然他们都知道我们这件事情没有解决
[05:07:46] 我们需要一个更好的
[05:07:47] 像我刚刚说的一个world model
[05:07:49] based video understanding model
[05:07:50] 并且这件事情可能是一个真正训练出这个world model的一个一个很重要的一个一个前提条件
[05:07:57] 但大家不会有空间去做这样的这样的exploration
[05:08:01] 嗯
[05:08:02] 所以当初我在我在google的时候也会有这样的困扰
[05:08:05] 包括我们做RE这样的论文
[05:08:08] 这篇论文其实前前后后这个学生跟他一起跟伯扬一起
[05:08:13] 我们可能做了快一年的时间
[05:08:15] 啊因为这个学生中间可能也
[05:08:17] 嗯有有一些身体的原因
[05:08:19] 然后反正anyway吧就是可能
[05:08:21] 有一有一些gap在里面
[05:08:23] 对吧
[05:08:24] 然后所以所以
[05:08:25] 反正完成这个工作我们花了一年的时间
[05:08:27] 嗯
[05:08:28] 啊当我们发表这个工作之后
[05:08:30] 有我我我其实还有点担心
[05:08:32] 我会说哎
[05:08:33] 这个会不会有google的receiver
[05:08:35] 然后过来找我说哎
[05:08:37] 为什么你会发一篇paper
[05:08:38] 我们面前做一样的事情啊
[05:08:40] 你怎么把我们的机密暴露出去了
[05:08:42] 嗯
[05:08:43] 啊结果是有
[05:08:44] 哦
[05:08:45] 啊有有有有好几个researcher找我
[05:08:48] 然后他们给我的反馈是
[05:08:50] 我觉得这件事情是对的
[05:08:52] 我做了这件事情做了两个星期
[05:08:55] 但是我的manager说你不能做这个事情啊
[05:08:58] 我们接下来有有product cycle one
[05:09:01] product cycle two
[05:09:02] product cycle three
[05:09:03] 对吧这些
[05:09:04] 这些产品的发布的这种这种timeline
[05:09:07] 嗯我需要完成
[05:09:08] 对他们现在的驱动力是不一样的
[05:09:10] 驱动力是不一样的
[05:09:11] 对所以就又说回来我觉得还是要
[05:09:15] 回到回到一开始我们讨论这些事情
[05:09:18] 就是在这样的有限游戏下
[05:09:20] 在这样的抢竞争的环境下
[05:09:22] 每一个公司都都似乎失去了他们定义问题的能力
[05:09:27] 比如说其实你看之前
[05:09:30] 像像像openai对吧
[05:09:32] 然后
[05:09:33] 然后
[05:09:34] 他其实是具备这样的能力的
[05:09:37] 嗯很多这些问题都是他们定义的
[05:09:40] 对吧包括包括gpt
[05:09:43] 包括像clip这样的模型
[05:09:45] 对吧或者说他们一开始从成立的第一天起
[05:09:48] 作为一个research unit
[05:09:50] 他们也有他们自己探索的过程
[05:09:52] 嗯我觉得还是很research的很research的
[05:09:55] 但是现在research已经变成了一个产品问题
[05:09:57] 变成了一个商业问题
[05:09:58] 你必须竞争不竞争怎么办呢
[05:10:00] 啊那当然是逃出来
[05:10:02] 然后我们来一起
[05:10:04] 呃创造一个更好的更friendly researcher friendly的
[05:10:08] 这样一个一个organization吧
[05:10:10] 这样一个团队吧
[05:10:11] 所以你们要逃离硅谷的叙事
[05:10:13] 呃对我觉得我觉得双向选择吧
[05:10:15] 我觉得可能对互相那个什么
[05:10:18] 对互相diss一下
[05:10:20] 勒昆见你那次他跟你说了什么
[05:10:23] 他也没说什么
[05:10:24] 他只是讲了啊对他说的这件事情就是说
[05:10:27] 我刚说我觉得我跟他的想法非常一致的这件事情
[05:10:30] 就是
[05:10:31] 世界模型是什么
[05:10:33] 我们可以有一个定义
[05:10:34] 在这部分上
[05:10:35] 我跟他的定义其实非常非常吻合
[05:10:38] 啊然后包括他做japa
[05:10:41] 我我在nyu也经历了一些过程
[05:10:44] 这个过程是
[05:10:45] 啊我从
[05:10:46] 我从质疑japa
[05:10:48] 到理解japa到成为japa
[05:10:50] 经历了这个人生的三个stage
[05:10:52] 嗯我等一下可以可以再展开聊一下这件事
[05:10:55] 但他具体跟我说的事情
[05:10:57] 是说这个公司他他不是一个non profit
[05:10:59] 他不是一个纯粹的research了
[05:11:00] 所以我们是要有一个business model的
[05:11:04] 呃
[05:11:06] again这件事情可能不是他的原话
[05:11:08] 或者可能更更像是我理解他说的事情啊
[05:11:12] 的话是是说我觉得世界模型
[05:11:15] 是世界需要一个世界模型
[05:11:18] 嗯在硅谷之外
[05:11:21] 在lm的叙事之外
[05:11:22] 有一个隐形的世界
[05:11:24] 这个世界里面有很多人
[05:11:26] 大家想要解决这个物理世界上的很多物理
[05:11:29] 物理世界里面的很多很多的问题
[05:11:32] 他们可能是一个农场
[05:11:34] 可能是一家医院
[05:11:35] 但他们拿着lm
[05:11:37] 不直接能够解决这些问题
[05:11:39] 他们解决一部分问题
[05:11:41] 但有很多涉及到
[05:11:43] 真实世界的physical understanding
[05:11:45] 的问题他们是解决不了的
[05:11:47] 嗯所以大家其实都很焦虑
[05:11:49] 大家都害怕说哎
[05:11:51] 这个ai的浪潮要来了
[05:11:53] 我我我是不是连上这个牌桌的机会都没有
[05:11:56] 对吧
[05:11:57] 然后所以我觉得这一部分影响到
[05:11:59] 隐形的世界是在这个硅谷的叙事逻辑下面不可见的
[05:12:02] 嗯
[05:12:03] 但我觉得这是一个很大的市场
[05:12:05] 嗯
[05:12:07] 这是我跟很多人聊天的体会啊
[05:12:10] 然后我觉得
[05:12:11] 这个这个这个这个
[05:12:13] 其实我现在最enjoy的
[05:12:16] 这个这个时时光不是跟一些researcher聊天
[05:12:19] 是跟完全不在ai research这个field里面的人聊天
[05:12:23] 嗯
[05:12:24] 我觉得我每次都会得到很大的启发
[05:12:27] 比如说
[05:12:28] 嗯
[05:12:29] Just
[05:12:30] 怎么讲啊
[05:12:31] 这个这个也是
[05:12:32] 哦
[05:12:33] 其实有两个人跟我说同样的话
[05:12:35] 嗯
[05:12:36] 第一个还是侯小迪
[05:12:38] 啊
[05:12:39] 第二个是这个张涛是manus的张涛涛哥
[05:12:42] 他们都跟我说
[05:12:44] 你如果想要做一个好的产品
[05:12:47] 你首先得要热爱生活
[05:12:49] 你得知道这个生活里面的人
[05:12:52] 他们在做什么事情
[05:12:54] 他到底需不需要这个东西
[05:12:57] 你不能把
[05:12:58] 某种ai某种智能强加于人的头上
[05:13:02] 是吧
[05:13:03] 你需要理解他们的需求
[05:13:05] 然后你需要通过这件事情
[05:13:07] 不管是做你的research还是打造你最后的产品
[05:13:10] 嗯
[05:13:11] 所以
[05:13:12] 我觉得这里面很重要的一点是说
[05:13:14] 这个世界上有大量的人
[05:13:16] 他们生活在这个世界里面
[05:13:18] 他们是这个问题的定义定义人
[05:13:21] 哦
[05:13:22] 这些问题不是researcher坐在实验室里面想出来的
[05:13:26] 嗯
[05:13:27] 我觉得如果真的我们要做一个能够
[05:13:30] 汇集
[05:13:31] 所有人类的这样一个ai系统
[05:13:33] 啊
[05:13:34] 这件事情不应该是一个
[05:13:37] 一个某种独裁的状态
[05:13:39] 不应该是头部的几个公司
[05:13:42] 强加的
[05:13:43] 一种一种一种能力
[05:13:45] 啊
[05:13:46] 我们得要去知道这个世界上到底在发生什么
[05:13:48] 然后大家有哪些需求
[05:13:49] 嗯
[05:13:50] 对
[05:13:51] 所以所以这是
[05:13:52] 对这是我觉得为什么
[05:13:55] 啊
[05:13:56] 这是第一点
[05:13:57] 这是啊
[05:13:58] 或者说前一半其实我想说的是
[05:14:00] 其实世界是需要这样的word model的
[05:14:02] 嗯
[05:14:03] 对吧
[05:14:04] LM不能解决所有的问题
[05:14:05] 第二点是说word model也需要这个世界
[05:14:09] 嗯
[05:14:10] 这个世界有两部分
[05:14:12] 第一部分是定义问题的能力
[05:14:16] 对就是就是问题的定义
[05:14:18] 对吧
[05:14:19] 我希望这件事情是从生活来的
[05:14:21] 从人的真实的需求来的
[05:14:23] 或者说是从工业生产中的需求来的
[05:14:26] 对
[05:14:27] 然后这些事情对于硅谷的或者LM的叙事来讲都是也是隐形了
[05:14:32] 然后其次涉及到你刚说的数据的问题
[05:14:36] 嗯
[05:14:37] 嗯
[05:14:38] 就是虽然我们第一步可以从互联网上去拿到这些数据
[05:14:42] 可以去训练这些模型
[05:14:44] 但最终还是得要去在真实的世界里面去淘金的啊
[05:14:49] 这些数据也是不可见的
[05:14:51] 大家不会把这些数据传到YouTube上面
[05:14:53] 嗯
[05:14:54] 因为这些数据还是一个跟人类非常非常align
[05:14:57] 跟人类的价值观和或者跟人类的这种for entertainment的需求
[05:15:01] 非常align这样一个数据的分布
[05:15:03] 对吧
[05:15:04] 然后我们还只是在讨论
[05:15:06] 这个Virial的数据
[05:15:08] 但这个世界里面有大量的
[05:15:10] 非Virial的对吧
[05:15:12] 非视觉的
[05:15:13] 还是在连续domain的high dimensional高维度的
[05:15:17] 和和possibly noisy
[05:15:19] 对有可能是有噪音的这样的信号
[05:15:21] 这样的数据的
[05:15:22] 对吧
[05:15:23] 这些数据我觉得现在again对于训练一个世界模型来说至关重要
[05:15:28] 嗯
[05:15:29] 我们的世界模型也不只是一个Virion的model
[05:15:31] 对吧
[05:15:32] 因为这个世界也不只有视觉
[05:15:34] 啊
[05:15:35] 但另一方面这这些数据现在是不可见的
[05:15:37] 我们需要从一些地方获得这个数据
[05:15:39] 对吧
[05:15:40] 然后所以所以这是我跟Yang聊的这些一些一些一些这个high level的这样的一些一些感受
[05:15:47] 嗯
[05:15:48] 啊
[05:15:49] 然后到后面其实这件事情跟business有什么关系呢
[05:15:52] 就
[05:15:53] 不只是数据视觉模型
[05:15:55] 不只是视觉
[05:15:56] 对
[05:15:57] 还有什么呢
[05:15:58] 还有那些
[05:15:59] 比如说我现在可以有一个飞机引擎一个飞机引擎里面可能有1000个sensor
[05:16:02] 嗯
[05:16:03] 这1000个sensor在不断的记录这个飞机引擎的数据
[05:16:05] 对吧
[05:16:06] 我怎么样能够训练一个飞机引擎世界模型
[05:16:09] 能够知道我这个飞机引擎可能哪里有设计缺陷
[05:16:13] 哪里可能现在有有有有有这个有这个啊错误
[05:16:18] 对吧
[05:16:19] 等等一系列这些非常long tail的问题
[05:16:21] 对
[05:16:22] 那这个是一个就是飞机引擎的世界模型
[05:16:25] 这是一个飞机引擎的世界模型
[05:16:27] 但它会基于一个universal的世界模型的预训练
[05:16:31] 对
[05:16:32] 所以你们会训一个通用的世界模型
[05:16:35] 这是我们的目标
[05:16:36] 这个是预训练
[05:16:37] 然后上面可能会有很多的锤类
[05:16:39] 很多的锤类嗯
[05:16:41] 嗯
[05:16:42] 像我说的你看language model也是上面的一个锤类
[05:16:44] video diffusion也上面一个锤类啊action对吧
[05:16:49] 然后planning
[05:16:50] 然后啊robotics也是一个锤类啊
[05:16:51] 然后啊robotics也是一个锤类啊
[05:16:52] 但这个东西可以非常非常多元
[05:16:53] 但这个东西可以非常非常多元
[05:16:54] 嗯
[05:16:55] 这个预训练的数据量会有多大啊
[05:16:57] 呃这些事情就是说这是research的部分
[05:16:59] 对我们现在其实有有一个很很好的road map
[05:17:01] 对我们现在其实有有一个很很好的road map
[05:17:02] 然后我们也招了很多很多的人
[05:17:03] 然后我们也招了很多很多的人
[05:17:04] 大家其实都很在意怎么把一件事情落地
[05:17:05] 大家其实都很在意怎么把一件事情落地
[05:17:06] 大家其实都很在意怎么把一件事情落地
[05:17:07] 不只是简单做做research
[05:17:08] 不只是简单做做research
[05:17:09] 虽然research非常非常重要
[05:17:10] 虽然research非常非常重要
[05:17:11] 然后现在如果能要达到我们最后想要达到的那个目标的话
[05:17:12] 然后现在如果能要达到我们最后想要达到的那个目标的话
[05:17:13] 然后现在如果能要达到我们最后想要达到的那个目标的话
[05:17:14] 然后现在如果能要达到我们最后想要达到的那个目标的话
[05:17:15] 我就要做很多很多research
[05:17:16] 我就要做很多很多research
[05:17:17] 但另一方面我们要找到一个balance
[05:17:18] 但另一方面我们要找到一个balance
[05:17:19] 但另一方面我们要找到一个balance
[05:17:20] 对吧我刚刚说它既不是一个纯粹的research lab
[05:17:21] 对吧我刚刚说它既不是一个纯粹的research lab
[05:17:22] 对吧我刚刚说它既不是一个纯粹的research lab
[05:17:23] 但它也不是一个像XCI GDM
[05:17:26] 或者whatever MetaTBD
[05:17:27] 一样的一个相对来说比较封闭
[05:17:31] 在现有的paradigm
[05:17:32] 这个现有的范式下面
[05:17:34] 去竞争的这样一个lab
[05:17:35] 对吧
[05:17:36] 我觉得我对它的定位
[05:17:37] 可能是somewhere in between
[05:17:38] 可能甚至超过50%
[05:17:41] 一定超过50%
[05:17:42] 可能有60% 70%
[05:17:44] 更像一个现在的new lab
[05:17:46] 对吧
[05:17:46] 然后但是它会有20% 30%的
[05:17:50] 这种完全自由的
[05:17:52] 然后这种非常前沿的research component
[05:17:55] 其实我理解现在的这些frontier lab
[05:17:59] 竞争这么激烈
[05:18:00] 是因为现在的LLM的范式
[05:18:01] 是相对已经是确定性的了
[05:18:03] 所以说他们都在争一个
[05:18:05] 商业的输和赢的问题
[05:18:06] 相当于说
[05:18:08] 你们不想在这个范式下卷了
[05:18:10] 你们去提前想去找下一个范式
[05:18:12] 给我感受是这样的
[05:18:13] 是这样的
[05:18:14] 所以对对
[05:18:17] 商业访谈录
[05:18:18] 但是我先要说
[05:18:20] 我真的不懂商业
[05:18:21] 然后我也
[05:18:22] 没有做过startup
[05:18:23] 我没有成功过
[05:18:24] 也没有失败过
[05:18:25] 对吧
[05:18:25] 然后所以这件事情既让我感到焦虑
[05:18:28] 又让我觉得有种无知者无畏的这种冲劲
[05:18:32] 我会有一个疑惑
[05:18:35] 就Lukun他本身就是一个research based的人
[05:18:37] 他为什么创业
[05:18:38] 他是第一个找到你吗
[05:18:39] 为什么他又找一个researcher呢
[05:18:41] 其实有很多researcher
[05:18:43] 因为again
[05:18:43] 我觉得research是这个公司的focus
[05:18:46] 这个公司最后最重要的product
[05:18:50] 是一个research breakthrough
[05:18:52] 所有的这些各种各样的
[05:18:55] 我们刚说涉及到数据
[05:18:57] 涉及到问题定义
[05:18:58] 涉及到这些跟各种各样的industry
[05:19:00] 有partner
[05:19:01] 对吧
[05:19:01] 这些所有事情的逻辑
[05:19:04] 都建议在我们能够support我们的research
[05:19:08] 能够make another breakthrough
[05:19:10] 就是下一个下一个这样的新的AI的革命
[05:19:13] 然后你可以叫它世界模型的革命
[05:19:16] 或者whatever you want to call it
[05:19:18] 但是它跟LM fundamental不一样
[05:19:20] 但它至少是一个
[05:19:21] transformer或者tragedy level的事情
[05:19:24] 对
[05:19:25] 这是我们的梦想
[05:19:26] 落到实处要一步一步走
[05:19:30] 但回答你的问题就是说
[05:19:31] 其实不只找了researcher
[05:19:32] 比如说我们的CEO
[05:19:33] 对
[05:19:34] 我是这个公司的
[05:19:35] co-founder and chief science officer
[05:19:37] 我非常喜欢这个title
[05:19:39] 因为我觉得我希望我自己的定位
[05:19:41] 还是在science上面
[05:19:42] 我不是一个好的CEO
[05:19:44] 至少现在不是
[05:19:45] 我也不是一个能够去
[05:19:48] 管理一个大的team
[05:19:51] 然后去launch的
[05:19:51] 对吧
[05:19:52] 这种公司的一个角色
[05:19:54] 你不想当CEO跟pick一样
[05:19:57] 对
[05:19:59] 对
[05:20:01] 有点像
[05:20:02] 然后
[05:20:03] 当然我们两个公司
[05:20:06] 跟Mannus可能还是会有
[05:20:09] 会有很大的不同
[05:20:10] 当然
[05:20:10] 是的
[05:20:11] 我觉得我们这边主要
[05:20:13] 我还是期待的事情
[05:20:15] 看到的事情
[05:20:15] 还是怎么把research这件事情做好
[05:20:18] 然后这件事情也是
[05:20:20] 我现在看来是
[05:20:21] 看起来我们能够吸引人才
[05:20:24] 能够让大家一起来工作的
[05:20:26] 一个真正的这种精神源头吧
[05:20:31] 算是硅谷的避难所吗
[05:20:32] 不能叫它避难所
[05:20:34] 但是确实是一个不一样的地方
[05:20:37] 这个不一样的地方
[05:20:39] 我觉得很多人过来
[05:20:40] 对吧
