[00:00:00] 我觉得可能是有史以来最激烈的一次科技竞争
[01:11:13] 短期业绩上
[01:11:14] 业绩要做得更好
[01:11:15] 你可能要放弃长期投入
[01:11:18] 所以挺难今天那个
[01:11:20] 我看是这个IBM 郭世纳
[01:11:22] 趋势嘛
[01:11:23] 当时在复盘他当年
[01:11:25] 他认为CEO要做的事情就是确实是在长期和短期间去做取舍
[01:11:29] CEO就是要能顶住压力去做那些长期正确的事
[01:11:32] 这事是
[01:11:33] 说得很容易但做起来会非常非常难
[01:11:36] 上市的短期诱惑
[01:11:39] 有多大
[01:11:40] 对我现在没有太大的
[01:11:44] 因为现在
[01:11:45] AI 2.0的这
[01:11:47] 几小只也很多在上市
[01:11:50] 你怎么看
[01:11:52] 你会看到这个的时候怎么想
[01:11:54] 我觉得对不同企业不一样有些企业是不上未来可能就很危险
[01:11:57] 从不管从现金到
[01:11:59] 未来的商业故事是不是能成立
[01:12:01] 所以
[01:12:02] 也拿了很多融资嘛
[01:12:03] 所以需要在这个节点能够上调能够
[01:12:06] 给投资人和股东有一个交代
[01:12:08] 我觉得也是正确的一个选择
[01:12:11] 但是很多我认为很多公司上市之后其实就变得
[01:12:15] 就基本上就退出了竞争
[01:12:17] 因为上市之后第一可能释放他自己核心竞争的一些动力和压力
[01:12:22] 第二点可能
[01:12:23] 因为上市的一些限制其实他也使得他很难真的去
[01:12:26] 持续投入到比如像基模这些事情上
[01:12:29] 其实他
[01:12:30] 得有非常强大和
[01:12:32] 强大的战略和坚定的
[01:12:34] 耐心坚定做这件事情
[01:12:36] 是蛮难的
[01:12:37] 因为一开始你每个行业都能进
[01:12:39] 是
[01:12:40] 那你选择哪个呢
[01:12:42] 我觉得还是要选择技术
[01:12:45] 技术这个像一个血泼一样技术足够深
[01:12:48] 就技术得足够难
[01:12:50] 同时市场规模得足够大单一市场得足够大的这两个条件其实
[01:12:54] 所以想来想去我觉得也只有车
[01:12:55] 比如说手机这个领域
[01:12:57] 手机我们其实一直做得挺好的
[01:12:59] 在手机里面我们是
[01:13:01] 比如像手机影像我们一直前两名
[01:13:03] 但手机因为手机的OEM体系非常集中
[01:13:06] 所以其实他最后会放给
[01:13:07] 第三方的供应商的整个上限就不大
[01:13:11] 比如就是10个亿的这种盘子
[01:13:13] 那我们在这里面你第一名可能切5到6个亿第二名切2到3个亿
[01:13:16] 就是这样
[01:13:17] 就这个这个上限是非常有限的
[01:13:19] 所以
[01:13:20] 而AI的在100体系他其实本质上第一2C
[01:13:23] 我觉得是很难有机会至少这些团队大家没有
[01:13:26] 真正2C的当时的积累
[01:13:28] 是比较难的
[01:13:29] 那如果从2B角度的话
[01:13:31] 选择
[01:13:32] 客户比较集中同时总盘的最大的其实就是这几个
[01:13:35] 消费终端领域
[01:13:36] 就是车手机这两个大的行业
[01:13:38] 所以车会更分散一些
[01:13:40] 所以这个行业
[01:13:41] 更适合供应商来去
[01:13:43] 把总规模做大一些
[01:13:45] 这是你今天做这个选择的一个原因之一吗
[01:13:49] 我觉得一部分
[01:13:51] 就是我觉得进入的这个行业我觉得更重要点我认为车是通往巨深的最重要的路径
[01:13:57] 所以打车这样
[01:13:58] 不是为了
[01:13:59] 大车的打车
[01:14:00] 是不是为了大人
[01:14:01] 巨神智能
[01:14:02] 对
[01:14:02] 但是巨神智能太远了
[01:14:03] 你得活到那个时候
[01:14:05] 5到7年吧
[01:14:05] 5到7年
[01:14:07] 落地的是人形机器人还是什么
[01:14:10] 我觉得肯定是一个
[01:14:11] 根据通用性的巨神的这个构型
[01:14:13] 是不是一定是个人形
[01:14:15] 我觉得他可能局部还是会跟人更接近一点
[01:14:18] 因为大家讲到这个兼容性的问题
[01:14:20] 因为你现在物理的这些
[01:14:22] 桌子椅子空间的这些
[01:14:24] 规格都是按照人的这样一个尺寸来设计的
[01:14:26] 所以
[01:14:27] 肯定是能对人的
[01:14:29] 很多
[01:14:30] 具有兼容性肯定会更好
[01:14:32] 我还有第3个感受啊
[01:14:34] 就是我觉得矿石的人都很聪明
[01:14:36] 然后你们人才密度非常的高
[01:14:38] 当年挖了可能AI当年
[01:14:41] 最头部
[01:14:42] 的人才
[01:14:44] 算是挖了AI最头部的人才的组织之一吧
[01:14:47] 包括今天的大模型公司里很多也都是你们的人对吧
[01:14:52] 我觉得聪明人太多的组织来说会带来什么
[01:14:56] 第一点我觉得当年我们可能是人才密度最高的都没有之一
[01:14:58] 因为我们最早的40人里面其实
[01:15:01] 有一堆的这个
[01:15:03] OI的金牌包括IPHO金牌数学金牌
[01:15:06] 这个我觉得主要还是要感谢文斌
[01:15:08] 就是我的联创就是因为文斌当年是心血精彩国家队总教练嘛
[01:15:13] 所以他还是
[01:15:14] 做成了一个很优秀的HR
[01:15:18] 我觉得第一点我的体会是有
[01:15:20] 第一聪明的同学
[01:15:22] 也得分两类聪明有些聪明同学是能够做teamwork
[01:15:26] 能做团队协同的
[01:15:27] 还有一类可能是
[01:15:28] 也很强但比较难团队协同的
[01:15:30] 其实早期我们也遇到过这样两类同学
[01:15:33] 我觉得第一还是
[01:15:34] 既要很聪明但是真正能够
[01:15:36] 能够团队协同且我认为还是要有些使命
[01:15:39] 使命感的
[01:15:41] 因为否则聪明人
[01:15:43] 聪明的人其实有很多选择
[01:15:44] 就是
[01:15:46] 长期能坚持的聪明人才是比较重要的
[01:15:49] 这是第一点
[01:15:51] 长期能坚持的聪明人多吗
[01:15:54] 我觉得我们是汇集了一批这样的人
[01:15:57] 这是挺难的
[01:15:58] 我们这里其实是面对很多诱惑
[01:16:01] 聪明也是一样
[01:16:02] 你能干点啥都可以
[01:16:03] 我记得之前看过一部电影叫
[01:16:05] 金钱也不免就讲这个
[01:16:09] 最优秀的这些什么做火箭的工程师去做金融
[01:16:12] 是很多很多很多这样的例子
[01:16:14] 就是
[01:16:16] 聪明会让你有很多捷径
[01:16:18] 很难没有什么理由除非你有些使命要去完成
[01:16:21] 否则你为什么不走那个捷径
[01:16:22] 所以我觉得这个
[01:16:24] 而且我觉得聪明还有一个点就是聪明人其实往往不能用笨办法长期做
[01:16:28] 其实往往做事的正确的方式用笨办法
[01:16:31] 其实笨办法是用
[01:16:32] 更加
[01:16:34] 更加
[01:16:35] 就是一个常态化的方式很扎实的去做一点事情
[01:16:39] 聪明人很多时候想一些快捷的方式或者捷径来做
[01:16:44] 这其实往往容易
[01:16:45] 走错
[01:16:46] 所以
[01:16:47] 聪明人第一要长期坚持第二要用正确的笨办法来做
[01:16:51] 其实都挺难的
[01:16:54] 所以其实聪明我觉得没有那么重要
[01:16:57] 所以就是
[01:16:57] 你们当时容纳聪明人最多的一个组织觉得最后觉得聪明人没有那么重要
[01:17:02] 我觉得没有那么重要的点就是我认为聪明人也
[01:17:06] 也不是稀缺品
[01:17:07] 至少我觉得我们
[01:17:09] 这个圈子里我觉得也有很多技术能力都很强的同学
[01:17:12] 所以我觉得还是要
[01:17:14] 技术很好
[01:17:15] 同时要有实名感同时还要有些智慧就是
[01:17:19] 有些东西
[01:17:20] 所谓的智慧是他的一些价值观选择
[01:17:22] 比如他愿意去做一件更长期的事情
[01:17:24] 愿意
[01:17:26] 享受这个复利效应就是愿意真的
[01:17:28] 去长期积累在一个领域里
[01:17:29] 而不是寻求很短期的变现
[01:17:31] 同时我觉得他还能够
[01:17:33] 能够有这个
[01:17:35] 一些正确的方法论吧
[01:17:36] 这些都都挺重要
[01:17:38] 那你们现在就招聘的时候
[01:17:40] 对于他的
[01:17:41] 聪明的要求还高吗
[01:17:43] 你会更看重哪些品质呢
[01:17:46] 我觉得不同岗位不一样
[01:17:47] 就是如果你做研发的话
[01:17:49] 确实你是有他的门槛的
[01:17:51] 对吧
[01:17:51] 所以
[01:17:52] 但其他的岗位我觉得
[01:17:53] 比如做一个销售工作我觉得当然聪明也很好
[01:17:56] 但他可能更多其实是
[01:17:58] 如何能够
[01:17:59] 有目标实名毕达能够服务好客户
[01:18:01] 等等吧
[01:18:02] 我觉得每个岗位都有他的人才画像
[01:18:04] 我觉得适合是最重要的
[01:18:06] 太多聪明的人在一起会成为一个问题吗
[01:18:09] 会成为问题
[01:18:10] 但这我认为也是下一代
[01:18:12] 科技公司需要解决的问题
[01:18:14] 因为下一代科技公司就是人才密度
[01:18:17] 要超级高
[01:18:18] 怎么能让
[01:18:19] 聪明在一起能够形成非常好的
[01:18:22] 化学反应能真正做出很伟大的事情
[01:18:24] 这就是需要
[01:18:26] 下一代的组织要解决的问题
[01:18:28] 解决这样组织是要容纳很多智力高的人对吧
[01:18:31] 你觉得应该怎么搭建这个组织呀
[01:18:34] 首先
[01:18:35] 一个组织搭建
[01:18:37] 其实就是两点
[01:18:38] 第一点是选人
[01:18:39] 刚才讲到原来我们可能会对技术很好
[01:18:42] 我们就都会把他招进来
[01:18:43] 现在我认为我们在选择过程中还是做非常强的筛选
[01:18:47] 如果技术很好但他很难去跟别人去协同
[01:18:50] 或者自己的Ego特别大
[01:18:52] 就是
[01:18:52] 我们这个Ego就是这个自我
[01:18:55] 自我非常
[01:18:57] 你自我
[01:18:58] 为中心吧
[01:18:58] 就是这样的同学我们是不要的
[01:19:00] 就是这样他很难真的跟别人去协同
[01:19:02] 因为
[01:19:03] 最终欠都是这些大科研项目
[01:19:06] 所以最终一定是大家一起要一起来做的
[01:19:08] 就一定要Ego很小
[01:19:10] 所以这个是在选人阶段
[01:19:12] 第二个我觉得就是在
[01:19:13] 在机制上在组织
[01:19:15] 组织这些人在做一些事的时候
[01:19:16] 我觉得如何能够
[01:19:18] 形成一个比较高效的机制
[01:19:19] 这个做不同事又不一样
[01:19:21] 就比如刚才讲的比如说
[01:19:23] 怎么把
[01:19:24] 这些不同类型的聪明人比如说其实做模型大家都知道三要素
[01:19:27] 怎么把数据的同学算法同学和系统同学能够融合在一起
[01:19:32] 以及我就还有一个
[01:19:33] 趋势其实变得就对人才本身的培养都会更综合
[01:19:37] 就我们现在比如会很有意的把算法和系统
[01:19:40] 的同学会
[01:19:41] 让他们更交叉一些
[01:19:42] 因为很多系统同学技术能也很强
[01:19:44] 让他们要更深度的去接触算法
[01:19:46] 而算法同学很多时候工程的东西他们自己要去碰
[01:19:49] 他不能只
[01:19:50] 关注在这个
[01:19:51] 写paper和科研的部分
[01:19:53] 所以
[01:19:55] 这个我自己感觉也是为什么一定会有
[01:19:57] AI native的
[01:19:59] 科技新的科技巨头诞生
[01:20:01] 就是这是也是一个不太一样的组织吧
[01:20:04] 你觉得这个组织形式跟互联网公司可能也还是不一样的
[01:20:08] 你觉得因为组织形式诞生有可能会有产生新的巨头
[01:20:11] 我觉得本质每一代企业都是一个
[01:20:13] 那个阶段最领先的组织
[01:20:16] 最先进的组织
[01:20:17] 然后它形成这样一个组织能力
[01:20:19] 适配那个时候的技术和商业
[01:20:21] 它自然而然就脱颖而出了
[01:20:23] 所以其实最终
[01:20:25] 把商业拨开去看组织形态
[01:20:27] 其实每一代的组织形态是完全不一样
[01:20:29] 其实这也是最
[01:20:31] 其实我自己感觉之前讲创新者的窘境就是说像新公司跟老公司的挑战
[01:20:36] 其实我认为
[01:20:37] 可能不简单看业务而是看组织就是他如果他老的组织是可以适配这个新业务他一定可以做得很好
[01:20:43] 但如果这个里面对他组织本身有非常大的
[01:20:46] 调整
[01:20:47] 那这家公司大概也很难去适应
[01:20:49] 因为
[01:20:50] 其实这个领域越优秀的公司一定是把他原来的组织能力去
[01:20:54] 固化得非常好的
[01:20:55] 所以要能打碎再重建
[01:20:57] 是非常非常难的
[01:20:58] 你现在直观感觉AI的组织形态和
[01:21:01] 过去的
[01:21:02] 不同会是什么样的
[01:21:04] 第一他就人才密度极高
[01:21:06] 第二个就是整个的
[01:21:08] 大团队协同性要求很好
[01:21:10] 大团队
[01:21:11] 对
[01:21:11] 需要人少吗
[01:21:12] 人多人少有关系吗
[01:21:14] 人可能比原来少
[01:21:15] 但坦诚讲你的人也会越来越大
[01:21:17] 比如原来一个互联网的
[01:21:19] 头部公司可能是一个
[01:21:20] 3万人到10万人
[01:21:22] 我觉得那你未来真的做到AI头部的公司可能也得一两万人
[01:21:26] 但是可能是一两万人
[01:21:27] 人才密度极高的一两万人
[01:21:29] 那这怎么来去构建
[01:21:30] 他整个发展方法是不一样
[01:21:32] 现在有看到好的雏形没有
[01:21:35] 你觉得应该bottom up还是
[01:21:37] 对我觉得这两个肯定是两者结合的
[01:21:39] 就是
[01:21:40] 我自己感觉其实就是说
[01:21:42] 传统的
[01:21:44] 比如从制造业到ICT这个领域我觉得总体是top down
[01:21:47] 组织然后互联网公司整体是bottom up
[01:21:50] 我感觉AI的体系可能需要
[01:21:52] 这两种
[01:21:53] 两者之间要做一个融合
[01:21:55] 因为AI刚才讲的
[01:21:56] 其实任何一个大的项目其实它是
[01:21:59] 是一个mutual project
[01:22:01] 所以它其实消耗的资源很大
[01:22:03] 所以它也不简单是一个能够很多bottom up的东西
[01:22:06] 所以它还是要集中力量来做
[01:22:08] 但同时它的组织文化和人才的容纳度
[01:22:11] 又要是能够有很好的bottom up的这种活力的
[01:22:15] 你会觉得自己是一个那种非常聪明的人吗
[01:22:19] 你有走过聪明的捷径
[01:22:21] 和走过聪明的曲折吗
[01:22:24] 我觉得我不是最聪明的那一类人因为
[01:22:26] 就是
[01:22:27] 身边这些是一直从学习角度
[01:22:29] 我觉得都还看过非常非常多聪明的人
[01:22:31] 就聪明的人
[01:22:32] 是很显然的
[01:22:34] 对吧就是
[01:22:35] 我觉得还是有这一帮人是非常
[01:22:38] 智力上非常超群的
[01:22:39] 我觉得我是
[01:22:40] 中等偏上的类型
[01:22:41] 然后
[01:22:44] 我是曾经
[01:22:45] 一直想走捷径
[01:22:47] 但是这每次走捷径都不是很顺利
[01:22:49] 最后还是以一个比较常规化的
[01:22:51] 路径走到了自己想走的地方
[01:22:53] 所以后来慢慢其实就不太走捷径
[01:22:55] 就是还是觉得
[01:22:56] 可能也认知到自己的
[01:22:58] 擅长的类型还是一个比较
[01:23:00] 稳扎稳打的
[01:23:02] 一套打法
[01:23:02] 然后
[01:23:03] 能够比较去坚韧的去往前走
[01:23:06] 可能更适合我
[01:23:07] 尝试走过什么捷径
[01:23:09] 对比如我其实在原来的那个竞赛角度
[01:23:11] 其实我原来是做物理竞赛的
[01:23:13] 其实
[01:23:14] 我觉得竞赛物理竞赛我自己感觉
[01:23:17] 就是其实应该
[01:23:18] 会拿了很好的名次
[01:23:19] 但是我每次都是在最后一次考试的时候就特别紧张
[01:23:22] 然后
[01:23:23] 最后还都是通过高考类型的这样的体系
[01:23:26] 来
[01:23:27] 那我的高考和中考都一般都考得非常好
[01:23:30] 就是
[01:23:31] 其实
[01:23:32] 我核心想享受的是说通过竞赛
[01:23:35] 不用去高考
[01:23:36] 或不用去中考
[01:23:37] 然后能够有
[01:23:38] 那样一个捷径的这种
[01:23:40] 爽感和优越感
[01:23:41] 但都没有享受过
[01:23:43] 所以
[01:23:44] 对所以我就总体讲基本上每个人类型其实也不一样
[01:23:47] 对就是
[01:23:48] 有些是你应得的有些你可能
[01:23:50] 就是人都想得到自己不想
[01:23:52] 不该得到的东西所以最终你慢慢就会
[01:23:55] 比较坦然
[01:23:55] 知道你能够
[01:23:56] 做到什么能够得到什么
[01:23:59] 当时想上市是不是也是想走捷径
[01:24:02] 那倒没有
[01:24:03] 那个时候其实当时还是一个竞争驱动下的一个
[01:24:07] 资本上想要去反超的一个手段
[01:24:10] 当时竞争对手
[01:24:11] 拿了一笔很大的钱
[01:24:12] 对
[01:24:13] 所以想超过他
[01:24:14] 对
[01:24:15] 我觉得可能也是为了因为在那个阶段其实
[01:24:18] 你需要吸引最好的人才
[01:24:19] 然后包括其实徒步上也很明显
[01:24:21] 所以确实商业化的竞争就是
[01:24:23] 大家都在争夺那个
[01:24:25] 第一名的
[01:24:26] 这样一个角色今天就是这样
[01:24:27] 今天还是这样应该说
[01:24:29] 对对always是这样
[01:24:31] 就很有意思因为
[01:24:33] 过去10年其实
[01:24:35] 你可能看到的竞争对手
[01:24:36] 就是我们知道那几家可能上汤
[01:24:39] 一图
[01:24:41] 等等就是你们所谓的AI 1.0的四小龙
[01:24:44] 但是今天看
[01:24:45] 好像AI四小龙
[01:24:47] 都没有长得很大也都没有长得很理想
[01:24:51] 你怎么看
[01:24:53] 就是那个时代
[01:24:54] 那个时代其实没有
[01:24:55] 什么AI
[01:24:56] 真正AI那些功能成长起来
[01:25:00] 前几天跟梁文峰聊的时候他说
[01:25:03] 在AI1.0时代唯一赚钱的公司是换方
[01:25:05] 我觉得这个
[01:25:09] yes and no
[01:25:10] 就是
[01:25:11] 换方那件事是比较简单的
[01:25:13] 就相对在那个商业化变相是比较简单比较直接
[01:25:16] 对所以
[01:25:17] 我觉得
[01:25:18] 这个
[01:25:18] 换方很厉害选择这样一个赛道我觉得这是一个战略上的一个正确的选择
[01:25:23] 那我们这些人选择了一些更加
[01:25:26] 真正市场化商业的这些东西确实路径比较长
[01:25:29] 但是再选一次我觉得可能还是会坚持这些选择
[01:25:32] 我觉得其实四小龙其实各自都有做的不错
[01:25:35] 你想这个商汤
[01:25:36] 跟云童都顺利上市
[01:25:38] 意图其实我觉得当年在安庞里是产品跟客户口味都很好的
[01:25:42] 都还是很厉害的
[01:25:44] 但是就是那个阶段其实就没有谁
[01:25:46] 特别脱颖而出
[01:25:48] 就是
[01:25:49] 其实
[01:25:49] 我有次跟徐莉在聊其实挺有意思
[01:25:52] 你内部当你说你在批评内部的事业部说你这个事业部怎么办
[01:25:56] 投入的不赚钱
[01:25:57] 那一般事业部会说那你只要在行业找到一个我这个行业赚钱的
[01:26:01] 那我们就有标杆我们就
[01:26:03] 也都不赚钱对吧就是
[01:26:05] 这个是一个
[01:26:07] 我觉得是一个大的科技变革的早期
[01:26:10] 孕育的阶段其实可能是煎熬的那个阶段吧
[01:26:14] 因为AI本质上是降低了技术门槛
[01:26:17] AI其实
[01:26:18] 特别是深度学习其实是让AI变得更加普惠
[01:26:21] 所以坦白讲就是AI本身就是一个当你的
[01:26:24] 壁垒在降低的情况下
[01:26:26] 资源投入很大情况下如果你没有非常好的商业模式商业飞轮
[01:26:30] 你会一定会陷入这样的一个
[01:26:32] 这个境地
[01:26:33] 就大家
[01:26:34] 因为过度的资本投入然后
[01:26:36] 打的价格很低
[01:26:37] 你在商业的这个循环上很难产生正向利润
[01:26:41] 这时候你就会更寻求在资本市场去
[01:26:43] 获得一些资金的注入然后能够活得更久
[01:26:46] 这其实是
[01:26:47] 不能说是一种健康的竞争模式但是不得不
[01:26:50] 这是一个大环境
[01:26:52] 就在商业的战场上你可能你很难选择以什么方式战斗
[01:26:55] 但你必须得选择
[01:26:56] 就是活到最后
[01:26:58] 这个我觉得
[01:26:59] 你是得去不得不做出一些选择
[01:27:03] 会不会觉得运气不好你看商汤就上市了
[01:27:06] 我商汤其实因为他上市做对了一些事情
[01:27:09] 然后
[01:27:10] 我自己其实一直在问我自己一个问题就是说
[01:27:13] 如果其实就像你刚才讲的第一就是如果历史上
[01:27:16] 能够一些大的决策如果重新做一次到底有哪些以及如果我比如说
[01:27:21] 想把我现在的境地和角色去跟任何一个公司
[01:27:25] 和角色去互换
[01:27:26] 有没有这样的公司
[01:27:28] 我的答案是没有
[01:27:29] 没有
[01:27:30] 我觉得我还是
[01:27:32] 你不想做自己的跳动CEO
[01:27:34] 我不想
[01:27:34] 为什么呀
[01:27:35] 我也管不好对我也对那个没兴趣
[01:27:38] 我觉得那个每个人有自己的价值感体系
[01:27:41] 我觉得我认为我们做这件事情虽然很难
[01:27:44] 但如果真的五年后十年后能做成
[01:27:46] 我觉得是
[01:27:47] 是一个会成为一家非常伟大的公司其实我认为
[01:27:50] 也能让
[01:27:51] 所有参与其中的这个团队能很有成就感
[01:27:54] 所以
[01:27:55] 每一代
[01:27:56] 每一代创业都有他自己的使命
[01:27:58] 就是我们不用去
[01:27:59] 去幻想说想成为上一代
[01:28:02] 企业里面最优秀的这些人
[01:28:04] 我觉得第一也成为不了
[01:28:05] 第二我觉得可能成为了
[01:28:07] 也未必是我们想要的东西
[01:28:09] 我觉得每个人都有自己的
[01:28:10] 路要走
[01:28:11] 每个人都有自己的路要走
[01:28:12] 其实当年很多矿石的人都参与了新的这个大模型的战争
[01:28:17] 就是所谓的2.0
[01:28:19] 你看他们就离开矿石你这种什么样的感受
[01:28:22] 肯定尝试挽留过吧
[01:28:24] 有
[01:28:25] 另一方面我觉得其实
[01:28:26] 我其实也挺高兴的
[01:28:28] 我之前跟一个
[01:28:30] Kimi的一位老矿石同学聊一聊我觉得
[01:28:33] 我觉得他的
[01:28:34] Kimi一半连床都是矿石的对吧
[01:28:38] 我觉得其中有一位同学我觉得他其实成长得蛮好的
[01:28:40] 我自己感觉就是让我
[01:28:42] 我一直在说其实让我两件事情是会让我非常
[01:28:46] 感到有很强的成就感和幸福感
[01:28:49] 就一个当然是把AI建设能做成
[01:28:51] 第二个我觉得是看到
[01:28:53] 我认为一些非常
[01:28:55] 聪明且价值观正确的同学他自身能获得很好的成长
[01:28:59] 但我相信就是在
[01:29:01] 我们去构建这个体下不管是千里还是街越
[01:29:04] 我认为还是一个非常好的土壤
[01:29:06] 能让
[01:29:06] 过去其实已经证明
[01:29:08] 未来我觉得可能能有更大的证明
[01:29:10] 在这里能让最优秀的人汇集也让他们能有很好的成长
[01:29:13] 当然有些同学比如真的在一个阶段性出去
[01:29:16] 我觉得能在新的平台有很好的成就
[01:29:18] 我觉得也很高兴
[01:29:19] 在这块我没有特别大的依构
[01:29:21] 同时我们其实有非常非常多原来的同学有
[01:29:24] 回流回来
[01:29:25] 就是
[01:29:26] 原来老矿石有两个核心价值观叫技术信仰
[01:29:30] 和价值务实
[01:29:31] 我这也算是我个人的
[01:29:33] 价值观
[01:29:34] 就首先我就这帮人
[01:29:36] 大家可以说是拿着锤子找钉子但是因为技术本身是他们的原点
[01:29:40] 所以你也不能去质疑他们说因为总是要有人
[01:29:43] 对技术很热爱很偏执
[01:29:45] 这群极客是有他自己的人生的使命
[01:29:48] 所以他们本身就是技术驱动的所以
[01:29:50] 真的有技术信仰的公司是非常非常少的
[01:29:52] 我们这个体系一定是有很有技术信仰的
[01:29:55] 第二我觉得价值务实就是我们
[01:29:57] 我还是很喜欢
[01:29:59] 原来这个OPPO微博包括这个
[01:30:01] 原来步步高铁讲本分这个词是很有力量就是在价值角度
[01:30:05] 是
[01:30:06] 要很务实很扎实
[01:30:08] 不管是给你客户提供的价值
[01:30:10] 给你供应商提供的价值
[01:30:12] 甚至给团队提供的价值
[01:30:14] 都应该是很扎实
[01:30:15] 就这样可能才能够持续变成一家
[01:30:18] 还是能够口碑比较好的公司
[01:30:21] 有技术信仰的反面会是什么
[01:30:24] 技术投机吧
[01:30:25] 技术投机
[01:30:28] 这两类人好识别吗
[01:30:31] 挺好识别
[01:30:32] 怎么看
[01:30:33] 我就看他看一个人能不能做冷板的
[01:30:35] 就其实
[01:30:36] 做AI创业跟做科研挺像
[01:30:39] 科研
[01:30:40] 我刚去读博的时候
[01:30:42] 当时
[01:30:44] 我老板就跟我讲其实有两类PhD
[01:30:46] 一类PhD你会发现很多中国学生是这样的
[01:30:49] 就他可能去了之后
[01:30:50] 第一年开始发论文
[01:30:52] 都发了很好的论文
[01:30:53] 可能发了三到四篇马上
[01:30:55] 三到四年就能够毕业了
[01:30:57] 而你看发现有很多
[01:30:58] 国外的这些PhD他写前面三年其实是不发论文的
[01:31:02] 他其实往往可能在找一个大的
[01:31:04] 赛道或者
[01:31:05] 一个我们在学术上只要找一个大坑
[01:31:07] 这个坑是说你未来可以持续在里面
[01:31:10] 可能去
[01:31:11] 有持续的这种研发产出的
[01:31:12] 然后他其实可能更像一个
[01:31:15] 指数型曲线到第3年第4年开始连续发两到三篇非常高质量论文
[01:31:20] 这就可能很多是人生的选择吧就是有些人会做一些
[01:31:24] 简单
[01:31:25] 简单的很快速的选择有些人可能做一些难的但是长期更有价值的选择
[01:31:29] 其实
[01:31:30] 这样的风格是
[01:31:32] 贯穿一个人的一生
[01:31:34] 所以你如果看他过去做科研选学校选专业
[01:31:38] 包括在早期的工作的
[01:31:39] 包选的这些
[01:31:40] 工作的内容我觉得都可以看出
[01:31:42] 就是每个人不一样但我觉得可能可以看看他
[01:31:45] 他做选择的方式就
[01:31:47] 就挺显然的
[01:31:47] 如果一个
[01:31:49] 一个同学你会他的简历上其实有特别多的
[01:31:52] 光环
[01:31:53] 就是很多很多这些东西
[01:31:55] 包括
[01:31:55] 可能
[01:31:56] 比如说在
[01:31:57] 我是不很
[01:31:58] 不太喜欢就是
[01:31:59] 特别跳跃的
[01:32:00] 同学在职场上你会发现他在每一段
[01:32:02] 时间都很短
[01:32:03] 虽然看上去好像都履历比较光鲜
[01:32:06] 往往这些同学我是觉得
[01:32:08] 长期看
[01:32:09] 未必那么有竞争力的
[01:32:11] 你觉得这一代AI和上一代AI有什么不同吗本质不同的这些AI公司
[01:32:15] 我觉得第一点确实这个从技术角度是小模型到大模型
[01:32:18] 所以这里面
[01:32:20] 就是skill up之后很多逻辑都不一样
[01:32:22] 所以技术同学的要求也不一样
[01:32:24] 比如这一代其实对于工职能力
[01:32:25] 的要求就非常非常高
[01:32:26] 因为你即使是一个做上班的同学你也得能够
[01:32:29] 能够有很强的动手能力把工程做得非常好
[01:32:32] 那第二点我觉得我认为主题是从2B到2C
[01:32:35] 上一代
[01:32:36] 本质是2B的
[01:32:38] 因为技术的撬动力和通用性不够
[01:32:40] 这一代我觉得本质是2C的
[01:32:42] 所以我觉得这两个可能已经足够达到本质差别
[01:32:45] 那对于这些AI大模型的
[01:32:48] 几小只呢
[01:32:49] 他们跟你觉得AI 1.0的思想容有什么不一样吗
[01:32:52] 有很多没有本质差别
[01:32:54] 猪小虎老说大模型的这几家公司可能连
[01:32:59] AI四小龙都不如你怎么看他这句话
[01:33:01] 你看了肯定跟其他人看的感受是不一样的
[01:33:04] 因为不认识猪小虎老师
[01:33:06] 第一我觉得他说这话也不是为了抬
[01:33:09] 这个四小龙而是为了打压现在新的这个
[01:33:12] 所以
[01:33:13] 我觉得AI这件事其实大家
[01:33:16] 还是怎么讲就是说是一件很难的事
[01:33:19] 当然这里我觉得从两方面看
[01:33:20] 第一他这里面也
[01:33:22] 也实现了很多这些所谓原来
[01:33:24] 技术同学或者
[01:33:25] 老师教授的个人的
[01:33:27] 价值实现
[01:33:28] 对吧
[01:33:28] 然后但同时我觉得这件事情从
[01:33:31] 本质还是一件很有意义的事对人类的发展对社会都很有价值
[01:33:36] 所以我觉得这些人反正都在努力探索
[01:33:38] 所以
[01:33:40] 我觉得其实
[01:33:42] 就是四小龙也好
[01:33:43] 六小虎也好我觉得都
[01:33:45] 最后还是看在说未来三到五年之后
[01:33:48] 能不能真的出现AI时代的BAT就真的能出现几个
[01:33:52] 收入和商业化
[01:33:54] 真的能够成为平台级公司的一些机会
[01:33:56] 现在so far都还没有实现
[01:33:58] 先跟一个投资人聊说过去10年最优秀的两家AI公司是字节和特斯拉
[01:34:04] 某种点我是非常同意这个观点
[01:34:06] 但谈到这两家公司起步的时候都不是AI公司
[01:34:09] 但他们对AI非常了解然后也非常善于应用AI
[01:34:12] 但在AI时代可能还会有新的一波
[01:34:15] 更加AI原生的公司
[01:34:17] 这个我觉得虽然孕育的时间挺长的
[01:34:20] 但是这个时代终究会到来
[01:34:24] 是你想达到的目标吗
[01:34:26] 我觉得可能是我们这一群人想到的目标吧
[01:34:29] 我觉得不管谁实现我觉得都会是好的
[01:34:33] 那如果要实现这个目标的话是用接月去实现还是用千里去实现
[01:34:37] 我觉得接月千里是一体的
[01:34:38] 他们俩会形成非常好的联动
[01:34:40] 你觉得在
[01:34:42] 就是现在这个创业
[01:34:43] 怎么不重蹈
[01:34:44] 当年矿市的一些
