[00:00:00] 大家好,我是小骏
[01:21:39] 因为做research整个跟coding也不太一样
[01:21:43] 持续消耗
[01:21:45] 对
[01:21:56] 订阅这里 点赞 转发 打赏支持明镜
[01:22:05] 和订阅我们的频道
[01:22:12] 好
[01:22:13] 今天的节目就是这样
[01:22:15] 这里是商业访谈录
[01:22:17] 是一档由语言及世界工作室出品的
[01:22:19] 深度访谈节目
[01:22:20] 你可以到公众号
[01:22:21] 关注我们的工作室
[01:22:22] 获取更多的信息
[01:22:24] 我们的公众号是
[01:22:25] Careful
[01:22:26] 语言及世界
[01:22:27] Language is world
[01:22:29] 我们希望和你一起
[01:22:31] 从这里探索新的世界
