[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 一位00后的华人女孩 名字叫洪乐彤
[00:00:33] 她的探索方向是AF4Net
[03:45:24] 就是为什么这个一些可能说pension fund
[03:45:27] 一些大家的退休资金最终通过好几层的投资到了这个私有市场
[03:45:31] 去给这一些有想法的研究者去满足他们的好奇心呢
[03:45:36] 这这是一个这是一个很我觉得很公平的一个问题
[03:45:39] 但是就是如果说这一些好的有想法研究者不是由于他们自己的这种虚荣心
[03:45:45] 或者说是我
[03:45:46] 自己要战山为王
[03:45:48] 不是由于ego而驱动的而是由于使命而驱动的
[03:45:52] 所以导致他们不是碎片化的好几个比如同样的一个问题吧
[03:45:56] 就是八个尝试
[03:45:57] 他们真的就是在一块了
[03:45:59] 他们从不同的背景不同的技能不同的这种不同的对于这同一个理想的解读聚起来了去朝这个东西
[03:46:06] 我觉得这就是一个比较比较legit的比较比较靠谱的一个尝试
[03:46:12] 我能理解这一波的neolab
[03:46:14] 嗯
[03:46:14] 他们都有different的信仰
[03:46:16] 都有不一样的bats
[03:46:18] 对
[03:46:18] 那当有一天他需要跟这些大的frontierlab竞争的时候
[03:46:23] 怎么应对这个竞争呢
[03:46:25] 刚才我们说了你们af和mat之间的竞争对吧
[03:46:28] 对
[03:46:29] 那当你要遇到openai
[03:46:30] 你的竞争内容是deepmind的时候
[03:46:32] 你怎么竞争
[03:46:33] 对
[03:46:34] 我觉得这是一个非常好的问题
[03:46:36] 我觉得首先第一个就是会有一些结构性的问题会导致
[03:46:41] 如果说他们需要一个单位的创新
[03:46:44] 是需要有多少单位的创新
[03:46:46] 是需要一个单位的资源的
[03:46:48] 而这个比例的话在一个早期的创业公司
[03:46:50] 是非常高效率的
[03:46:52] 这是第一点
[03:46:54] 我觉得我们公司就是在做的一些事情
[03:46:56] 我觉得可能在另外的一个环境会更难的去达成
[03:46:58] 也就是为什么许多人从脸书来到了我们这个公司的原因
[03:47:02] 然后呃这是一个点
[03:47:04] 然后第二个点就是
[03:47:06] 其实吧你作为一个underdog这个黑马
[03:47:08] 你好像除了这个效率之外
[03:47:10] 还有这个人才这个之外
[03:47:12] 人才是人才密度
[03:47:14] 因为毕竟他们会有更多的人才的费用
[03:47:15] 因为毕竟他们会有更多的人才的费用
[03:47:16] 你没有什么资源能够和这些大的这些玩家抗衡
[03:47:17] 你没有什么资源能够和这些大的这些玩家抗衡
[03:47:19] 你没有什么资源能够和这些大的这些玩家抗衡
[03:47:21] 但同时这更有意思的一件事情上是
[03:47:23] 但同时这更有意思的一件事情上是
[03:47:25] OpenAI曾经也是对着Google的那一匹黑马
[03:47:27] OpenAI曾经也是对着Google的那一匹黑马
[03:47:29] 它也是那个就是在Google要把伊利亚就是最后counter offer抢走的时候
[03:47:31] 它也是那个就是在Google要把伊利亚就是最后counter offer抢走的时候
[03:47:33] 焦头烂额不知道怎么办的
[03:47:35] 也是那个曾经一度发不出工资的这样的一个小玩家
[03:47:37] 焦头烂额不知道怎么办的一个小玩家
[03:47:39] 所以这其实是一个很有意思的一个点
[03:47:41] 所以这其实是一个很有意思的一个点
[03:47:43] 就是我觉得历史的钟摆来回摆动
[03:47:45] 就是大家螺旋上升但是又有很local的这种扰动
[03:47:47] 就是大家螺旋上升但是又有很local的这种扰动
[03:47:49] 就是大家螺旋上升但是又有很local的这种扰动
[03:47:51] 某种程度上是有
[03:47:53] There is always a way
[03:47:55] 这个东西我没有办法证明There is always a way
[03:47:57] 就是你得信
[03:47:59] 然后信的可能就是喜欢加入早期创业公司的这一批人
[03:48:01] 然后信的可能就是喜欢加入早期创业公司的这一批人
[03:48:03] 比如说Human's End这个公司最近融了很大的
[03:48:05] 比如说Human's End这个公司最近融了很大的
[03:48:07] 他们的这个co-founder是Google的第七号员工
[03:48:09] 他们的这个co-founder是Google的第七号员工
[03:48:11] 他到了现在的这样的一个人生阶段
[03:48:13] 仍然认为好奇心是他所拥有的最珍贵的东西
[03:48:15] 仍然认为好奇心是他所拥有的最珍贵的东西
[03:48:17] 仍然认为好奇心是他所拥有的最珍贵的东西
[03:48:19] 值得他倾家荡产
[03:48:21] 值得他倾家荡产
[03:48:23] 也这么说我能理解
[03:48:25] 也这么说我能理解
[03:48:27] 很多包括我去跟赛宁聊
[03:48:29] 他们其实有different than
[03:48:31] 他们甚至是一个anti硅谷的
[03:48:33] 收集了一波anti硅谷的
[03:48:35] 收集了一波anti硅谷的派别
[03:48:37] 他们也非常反感这种剧烈的红海竞争
[03:48:39] 然后觉得阉割了
[03:48:41] 研究员的创造性
[03:48:43] 其实我是这样想的
[03:48:45] 其实我是这样想的
[03:48:47] 可以就是在一段
[03:48:49] 在所有的这些local的扰动之后
[03:48:51] 在所有的这些local的扰动之后
[03:48:53] 你看到的整个的这个
[03:48:55] 宏观的这个局面是什么样的
[03:48:57] 宏观的这个局面是什么样的
[03:48:59] 这个结果就是能力在飞速的上涨
[03:49:01] 这个结果就是能力在飞速的上涨
[03:49:03] 另外的一个结果就是
[03:49:05] 好的且快速
[03:49:07] 不只是好的
[03:49:09] 好的且能快速验证是好的的
[03:49:11] 东西被就是被做到
[03:49:13] 最scale up的一个状态
[03:49:15] 但是完全有一些可能
[03:49:17] 可以时间长一点的东西
[03:49:19] 没有被实现这是一个机会成本
[03:49:21] 对但所以说竞争
[03:49:23] 他也不能说不好他就是确实
[03:49:25] 他这个让我们人类在这个AI的
[03:49:27] 这个进步在非常短的时间内
[03:49:29] 达到了一个非常高的一个
[03:49:31] 一个进步速度
[03:49:33] 你刚才会说到你的
[03:49:35] 自己的自我奖励机制
[03:49:37] 从团队里面获取这种能量
[03:49:39] 变成了从事情中
[03:49:41] 获得能量现在的你是从事情中
[03:49:43] 还是从团队中
[03:49:45] 现在我是从事情中
[03:49:47] 现在我是从事情中
[03:49:49] 现在我是从事情中
[03:49:51] 但是我觉得团队是一个很好的一种
[03:49:53] 它会给你一种安全感
[03:49:55] 它会给你一种就是你有一个
[03:49:57] 能落地你的脚还在地上
[03:49:59] 我觉得grounded
[03:50:01] 但是你事实上能够让你就是
[03:50:03] break out的那种那种冲动的
[03:50:05] 那种能量有可能是愤怒
[03:50:07] 有可能是有可能是
[03:50:09] 悲伤有可能是
[03:50:11] 就这种卯着一口劲我就要去
[03:50:13] 达到一个
[03:50:15] 一个让我们这个队伍达到一个
[03:50:17] 什么样的一个一个一个一个
[03:50:19] 目标的这种的这个能量
[03:50:21] 它不由团队中来它由事情的本身来
[03:50:23] 嗯对
[03:50:25] 那个让你最burning的
[03:50:27] 对终点是什么
[03:50:29] 我觉得就是
[03:50:31] 这个事情
[03:50:33] 就讲起来
[03:50:35] 就是有一个
[03:50:37] 莱布尼茨他有一个想法
[03:50:39] 他叫做universal representation theory
[03:50:41] 就是说所有你能够
[03:50:43] 表示的这句话听起来很怪
[03:50:45] 所有所有
[03:50:47] 大部分你觉得能表示的东西
[03:50:49] 都能表示
[03:50:51] 就是我觉得我目前
[03:50:53] 非常期待一个
[03:50:55] 让推理能力成为
[03:50:57] 最顶尖的
[03:50:59] 推理能力成为一个
[03:51:01] 默认状态的
[03:51:03] 一个这样的一个一个情况
[03:51:05] 然后且是
[03:51:07] 能够自我验证的推理能力
[03:51:09] 嗯这是我目前
[03:51:11] 个人的一个一个理想
[03:51:13] 嗯其实就是有些时候
[03:51:15] 就可能说人人人
[03:51:17] 一辈子他能剩下什么有一些数学家
[03:51:19] 他一辈子解决了一个非常
[03:51:21] 困难的问题
[03:51:23] 他对这个问题就是人人
[03:51:25] 因为这个问题记住他他可能这个目标
[03:51:27] 背上就写着他解决了这个问题
[03:51:31] 这一个人一生
[03:51:33] 这一个问题
[03:51:35] 你想这个加罗瓦21岁
[03:51:37] 他就决斗就挂了
[03:51:39] 然后拉玛努金
[03:51:41] 他是因为这个营养不良
[03:51:43] 还有各种各样的身体疾病
[03:51:45] 也三十几岁就挂了
[03:51:47] 就
[03:51:49] 人类要多少人出一个
[03:51:51] 加罗瓦多少人出一个
[03:51:53] 拉玛努金然后你如果说
[03:51:55] 是能够去用AI
[03:51:57] 去复现这样的一种数学家
[03:51:59] 然后你又有那么多
[03:52:01] 已经存在的数学家
[03:52:03] 能够与他互动
[03:52:05] 然后去有新的这个这个
[03:52:07] 这个就是Javons paradox对吧
[03:52:09] 就是Javons我也不知道中文怎么说
[03:52:11] 他的意思就是说当你把一个
[03:52:13] 一个工具
[03:52:15] 变得能够你做出来让他更便利
[03:52:17] 更普遍的时候就会有更多的用处
[03:52:19] 比如说我最近我们公司
[03:52:21] 好久就是第一次找了一个
[03:52:23] 找了一个能够帮我去
[03:52:25] 处理一些每一天就是
[03:52:27] 杂事的这样的一个
[03:52:29] 一个同事他来了之后
[03:52:31] 我们就是一块做的杂事反而变得更多了
[03:52:33] 就是这其实就是Javons paradox
[03:52:35] 就是这些科学家
[03:52:37] 这些物理的生物的化学的
[03:52:39] 他们能够与这个AI
[03:52:41] 加罗瓦
[03:52:43] 或者说是所有的这些数学家
[03:52:45] 总和他们能够有多少的
[03:52:47] 科学的理论能够被
[03:52:49] 被发明发现
[03:52:51] 就数学家们和这些AI数学家
[03:52:53] 能有多少数学的就是
[03:52:55] 基础数学的这些东西被发明发现
[03:52:57] 这其实我觉得这是我的一个
[03:52:59] 一个你想从算盘
[03:53:01] 到会计师
[03:53:03] 就是当时是商务
[03:53:05] 贸易从这个
[03:53:07] 微积分到这个物理
[03:53:09] 各种各样什么力学
[03:53:11] 然后是 thermodynamics
[03:53:13] 就是然后到
[03:53:15] 到工业革命对吧
[03:53:17] 然后从这个
[03:53:19] 当时一个叫Babbage查理斯
[03:53:21] 巴贝奇
[03:53:23] 他这个能够去算这个log
[03:53:25] 对数算得更快的一个Babbage
[03:53:27] 就是电脑的前身
[03:53:29] 当时在哈代写我作为一个数学家
[03:53:31] 我是一个数学家的道歉
[03:53:33] 这个Mathematician's Apology
[03:53:35] 好像不是这么翻译
[03:53:37] 一个数学家的读白
[03:53:39] 他就说我这个东西反正也没有任何的实际价值
[03:53:41] 后面就有
[03:53:43] 密码学就有
[03:53:45] 对吧我们看Victor Muller
[03:53:47] 他是一个
[03:53:49] 他也是Shubo当时的同事
[03:53:51] 跟Axiam很多的互动
[03:53:53] 这个椭圆曲线
[03:53:55] 基于椭圆曲线的密码学密钥学的就是泰斗之一的这样的一个人物
[03:53:57] 背景
[03:53:59] 然后就是在CS看了一眼
[03:54:01] 然后就看出来了这样的一个理论
[03:54:03] 这对于很多就是纯计算机的
[03:54:05] 这一些同学们有非常大的一个价值
[03:54:07] 这是终局
[03:54:09] 但是有人家说这个终局之后
[03:54:11] 怎么办呢
[03:54:13] 这个就不知道
[03:54:15] 终局之后我觉得还是要
[03:54:17] 我觉得其实就是钟摆的摆动
[03:54:19] 又会卡
[03:54:21] 但我觉得AI for Math没有像AI模型被scale up一样被scale up
[03:54:23] 而我们希望能做这样的一个人
[03:54:25] 这样我们能知道天花板在哪里
[03:54:27] 我们可能又能回到research
[03:54:29] 然后又能这样就是钟摆的来回摆动
[03:54:31] 嗯
[03:54:33] 我见过很多的70后80后和90后的CEO
[03:54:35] 嗯
[03:54:37] 应该是第一个00后的CEO
[03:54:39] 我不想就是画这种代际
[03:54:41] 但是我还是很好奇
[03:54:43] 就是一个00后而且是女生的公司
[03:54:45] 会和之前的这些公司
[03:54:47] 或者是就有任何的不一样吗
[03:54:49] 你觉得特点会是什么呢
[03:54:51] 我这个
[03:54:53] 对我这个其实是非常好好的一个
[03:54:55] 因为我自己最快乐的一个状态
[03:54:57] 绝对不是CEO的状态
[03:54:59] 我自己最快乐的状态就是
[03:55:01] 我能够当一个research scientist intern
[03:55:03] 为什么是inter呢
[03:55:05] 就是这个我说的话如果比较愚蠢
[03:55:07] 这个大家认为是正常的
[03:55:09] 这是我最快乐的一个状态
[03:55:11] 我是真的想做这件事
[03:55:13] 然后我如果能够有另外一个很明显
[03:55:15] 我可以加入的一个地方
[03:55:17] 我就会去加入它
[03:55:19] 而不会把这个事情单独做起来
[03:55:21] 所以这是我的一个舒适的状态
[03:55:23] 嗯
[03:55:25] 我不太CEO
[03:55:27] 因为事情本身而创业
[03:55:29] 并不是说你想当一个创业者而创业
[03:55:31] 我特别不想当一个创业
[03:55:33] 嗯这个能理解
[03:55:35] 对对我反正就是
[03:55:37] 所以我不太CEO
[03:55:39] 这个可能大部分
[03:55:41] 对所以但也有时候有一次闹一个笑话
[03:55:43] 就是我有一天特别就是想做这个benchmark
[03:55:45] 我想做一个就是
[03:55:47] 我不是说嘛那个基准级
[03:55:49] 就是到博士级别就很难搞
[03:55:51] 我当时就把我们办公室有那个数学背景的同学们
[03:55:53] 我就说我想搞这么一个东西
[03:55:55] 不知道就是现在搞这个
[03:55:57] 是不是优先序上是对的
[03:55:59] 你们都是搞数学的
[03:56:01] 你们要不跟我一块我们分一下
[03:56:03] 就是你负责这个领域
[03:56:05] 你负责这个领域每人找个二三十题
[03:56:07] 然后完了之后我们这个之后
[03:56:09] 我就后面就被我们那个一个
[03:56:11] 比较元老的工程师就说了
[03:56:13] 说你让这一些这个
[03:56:15] 实习生的同学们
[03:56:17] 就是还有这一些比较年轻的工程师
[03:56:19] 觉得这是一个非常重要的一个任务
[03:56:21] 这和优先序是相斥的
[03:56:23] 我说为什么是重要的任务呢
[03:56:25] 他们说这不就是一个side
[03:56:27] 一个hobby的一个project吗
[03:56:29] 他们说但是你是一个CEO
[03:56:31] 所以你跟他们讲的时候
[03:56:33] 他们就会觉得这是一个正儿八经的一件事
[03:56:35] 我真的要去把这个当做我的前几件事情去做
[03:56:37] 从那以后我就
[03:56:39] 我就更hands off了
[03:56:41] 所以就是这是一个非常
[03:56:43] 非常有意思的一个事情
[03:56:45] 还有什么不同吗
[03:56:47] 你觉得可能和
[03:56:49] 我觉得就是
[03:56:51] 我觉得
[03:56:53] 我觉得我做这个CEO的
[03:56:55] 好处就是
[03:56:57] 这是一个
[03:56:59] technocrats rule的一个公司
[03:57:01] 就是我们的技术人员他们是
[03:57:03] 整个公司的主干
[03:57:05] 和定向和锚点
[03:57:07] 就是他们有可能由于我
[03:57:09] 并没有一些strongly held beliefs
[03:57:11] 所以导致我觉得我们
[03:57:13] 就是很多ideas都可以被
[03:57:15] 由于我没有一个特别我自己
[03:57:17] 其实我有
[03:57:19] 我有一些特别坚信的方向
[03:57:21] 但是很多其他的一些就是很low level的一些东西
[03:57:23] 就是一个bottom of the culture
[03:57:25] 所以我觉得这个公司的文化是一个
[03:57:27] 是一个比较
[03:57:29] 比较有意思的一个就像一个
[03:57:31] 比较pixar梦工厂
[03:57:33] 对你们公司的会议室
[03:57:35] 都是用数学家来命名的有什么有特别的
[03:57:37] 就就如果你想如果这个梦工厂
[03:57:39] 这个或者迪士尼的这一个
[03:57:41] CEO是一个
[03:57:43] 已经假设ok
[03:57:45] 一个梦工厂的CEO已经是一个
[03:57:47] 就是拍过多少个这个
[03:57:49] 好好来坞或者迪士尼的一个导演的
[03:57:51] 这样的一个人做CEO这个地方就
[03:57:53] 成为不了梦工厂
[03:57:55] 为什么因为他们会觉得这个人是对的
[03:57:57] 应该听卡的
[03:57:59] 所以我觉得反而是这种bottoms up的这种
[03:58:01] 这种culture对创新来说是最好的
[03:58:05] 需要一个intern
[03:58:07] 对我觉得intern挺好的
[03:58:09] 我非常愿意给Axian当intern
[03:58:13] 你们的会议室有人会有意思的吗
[03:58:15] 有对不同的名字他们就是
[03:58:17] 叫做高斯庞加莱
[03:58:19] 希尔伯特
[03:58:21] lovelace还有
[03:58:23] 图零
[03:58:25] 这个
[03:58:27] 中间大家差点打起来
[03:58:29] 因为怎么命名
[03:58:31] 为什么差点打起来
[03:58:33] 就大家喜欢的数学家不一样
[03:58:35] 大家说你有了图零
[03:58:37] 你没有church这个不行
[03:58:39] 然后你有了这个lovelace
[03:58:41] 你没有nother不行
[03:58:43] 反正我们还接收到世界各地的邮件
[03:58:45] 说为什么不把Emily Nother
[03:58:47] 作为一个会议室
[03:58:49] 我们说我们不好意思
[03:58:51] 我们也不知道
[03:58:53] 我们也不知道
[03:58:55] 我们也不知道
[03:58:57] 最后是怎么取舍
[03:58:59] 大家反正还是在slack里面
[03:59:01] 经过激烈的争辩
[03:59:03] 大家认为庞加莱希尔伯特
[03:59:05] 高斯这些都是polymath
[03:59:07] 他们在数学里面不只会一个领域
[03:59:09] 他们会好多好多领域
[03:59:11] 所以拉玛努金就是这么落选的
[03:59:13] 他只会数论
[03:59:15] 所以说大家要找这种
[03:59:17] 我们觉得要是做一个AI数学家
[03:59:19] 就要做一个shift这样的一个问题
[03:59:21] 所以要找这些polymath
[03:59:23] 图零是跨世纪的
[03:59:25] 当然这个书狗他也like his body on the table
[03:59:27] 说如果你不给其中一个叫图零
[03:59:29] 我就走了
[03:59:31] 我说行行行那就是图零
[03:59:33] 然后完了之后我们希望能够有一个女数学家
[03:59:35] 然后这个女数学家我们觉得lovelace
[03:59:37] 其实就是在babbage engine这里也不错
[03:59:39] 嗯
[03:59:41] 这其中有你的偶像吗
[03:59:43] 我的偶像是ghost
[03:59:45] 哦他在
[03:59:47] 对对对他在哦对对对
[03:59:49] 他和Francois Chartand他们家里是
[03:59:51] 是就是法
[03:59:53] 他们都是法国人
[03:59:55] 然后他们家里那个族谱还是连着
[03:59:57] 为什么ghost是你的偶像
[03:59:59] 为什么ghost是我的偶像
[04:00:01] 就是他就是解题里面的天才
[04:00:03] 对吗
[04:00:05] 他这种他这些故事什么正时期
[04:00:07] 持规划求证时期编型
[04:00:09] 然后包括就是我喜欢数论
[04:00:11] 然后ghost在数论里面的这个
[04:00:13] 都是非常基本的
[04:00:15] 就是fundamental的一些贡献
[04:00:17] ghost比如二次互返率
[04:00:19] 各种各样反正ghost在初等数论
[04:00:21] 他是他有点像是我学数论刚开始的时候
[04:00:23] 初等数论里面就好多ghost
[04:00:25] 所以然后又他就是一个
[04:00:27] 年轻数学小王子然后反正就
[04:00:29] 整个我还是挺喜欢ghost的
[04:00:31] 对
[04:00:33] 如果可以穿越时空和历史上的
[04:00:35] 任何一个数学家共进晚餐
[04:00:37] 你希望选择谁
[04:00:39] 你想问他什么问题
[04:00:41] 我觉得就是去跟Erdos共进晚餐
[04:00:43] 的话他给你讲的那些描述
[04:00:45] 毕竟是组合学你晚餐
[04:00:47] 这个就是table上能听懂然后Erdos
[04:00:49] 又是那么一个就是peculiar
[04:00:51] 非常古怪的一个有趣
[04:00:53] 有趣又古怪的一个性格
[04:00:55] 古灵精怪的我觉得跟Erdos
[04:00:57] 会共进晚餐会比较有意思
[04:00:59] 另外一个我觉得
[04:01:01] 我觉得跟Grossendick
[04:01:03] 共进晚餐的话如果不是
[04:01:05] 我的话就是说另外一个人
[04:01:07] 他跟Grossendick共进晚餐应该
[04:01:09] 意义会很大因为但是我这个
[04:01:11] 代数集合学的不是特别好
[04:01:13] 所以就是跟Grossendick容易浪费
[04:01:15] 这个宝贵的机会
[04:01:17] 嗯嗯你看
[04:01:19] 当你说到这些数学家的时候
[04:01:21] 他们都是这么有趣的人
[04:01:23] 那如果有一天AFMap能做到
[04:01:25] 所有数学家能做的事情会不会是
[04:01:27] 已经很无聊的事情
[04:01:29] 我有想过这个点我觉得我其实
[04:01:31] 我一开始觉得是一个非常就是
[04:01:33] 非常非常
[04:01:35] 我当时觉得是可能会是一个
[04:01:37] 我不希望让这个局面是一个非常遗憾的局面
[04:01:39] 因为就是
[04:01:41] 可以说数学家们他们之间的
[04:01:43] 这种友谊
[04:01:45] 他们的合作的这个关系
[04:01:47] 他们的文化社区是一个非常有意思的
[04:01:49] 一个文化就是比如说
[04:01:51] 有一个数学家生日大家会给他
[04:01:53] 办一个生日的一个
[04:01:55] 峰会然后所有他的学生
[04:01:57] 他的合作者们去轮流
[04:01:59] 去讲
[04:02:01] 一个这个人
[04:02:03] 做出来的数学的贡献
[04:02:05] 或者是一个跟他们合作的一篇
[04:02:07] 一篇文章我曾经
[04:02:09] 就是作为一个硕士生
[04:02:11] 在这个牛津去过
[04:02:13] 这个
[04:02:15] Roger Heath Brown的生日峰会
[04:02:17] 然后像Ben Green James Maynard
[04:02:19] 他们都在那里
[04:02:21] 然后当时就觉得是非常的感动
[04:02:23] 就是这是一个非常好的
[04:02:25] 一种传统
[04:02:27] 人的这一个元素
[04:02:29] 我觉得在数学中它永远不会被磨灭
[04:02:31] 我觉得AI会把
[04:02:33] 就是数学的很多证明
[04:02:35] 可能能够帮数学家们去
[04:02:37] 很快速的解决
[04:02:39] 但是这个猜想然后以及
[04:02:41] 直觉以及构造
[04:02:43] 以及这些方面
[04:02:45] 我觉得数学家们仍然会
[04:02:47] 有非常多的乐趣然后
[04:02:49] 仍然是他们会成为
[04:02:51] 支离的灯塔
[04:02:53] 所以我们刚才说的那个
[04:02:55] 当然这个也不一定我们能解决
[04:02:57] 当然是有时候你做做梦想着自己
[04:02:59] 能把它解决了会不会
[04:03:01] 反而是一个不太好的
[04:03:03] 一个一个一个
[04:03:05] 一个添加因为比如说
[04:03:07] 这一些数学家们非常珍贵的
[04:03:09] 这一些legacy他们的
[04:03:11] 他们的
[04:03:13] 对但是后来觉得
[04:03:15] 他们就是会有更多的问题
[04:03:17] 他们会难倒AI
[04:03:19] 像他们已经在难倒AI一样做基准级
[04:03:21] 他们会永远永远
[04:03:23] 是智力上的挑战以及
[04:03:25] 打击这种互动应该会很有意思
[04:03:27] 所以我们刚才说的那个问题
[04:03:29] 拉曼努金和做一个验证的AI
[04:03:31] 对
[04:03:33] 他其实还是偏这边对吧
[04:03:35] 他并不是那个天才型的选手
[04:03:37] 对这个我觉得直觉就太难做了
[04:03:39] 我觉得直觉可能5到10年
[04:03:41] 有可能
[04:03:43] 对但是我有一个很
[04:03:45] 我有一个比较又有一个比较激进的
[04:03:47] 一个想法就是
[04:03:49] 我觉得大家现在如果看
[04:03:51] 有多少解析
[04:03:53] 数论里面的问题是被
[04:03:55] 一遍又一遍的在
[04:03:57] 一包很标准的
[04:03:59] 证明方法里面去抽
[04:04:01] 抽这个证明牌
[04:04:03] 就是就一个牌
[04:04:05] 一个卡牌一个卡牌一个卡牌
[04:04:07] 就这么重复的熟练的
[04:04:09] 去运用比如说
[04:04:11] 我看这个
[04:04:13] major arc minor arc
[04:04:15] 原法这个circle method
[04:04:17] 就能解决一些
[04:04:19] 一些就是bonding的
[04:04:21] 就是上线下线
[04:04:23] 这些这些方式解决一些
[04:04:25] 一些概率法解决一些
[04:04:27] 然后比如说你去上sieve theory
[04:04:29] sieve筛法又能解决一些
[04:04:31] 筛法也在被就是
[04:04:33] 有一些人他们不解决任何问题
[04:04:35] 在提升筛法能做的
[04:04:37] 筛法作为一个工具
[04:04:39] 我觉得就是已经能有的
[04:04:41] 这一些工具
[04:04:43] 能解决很多很多的问题
[04:04:45] 然后我们会说一个人直觉很好
[04:04:47] 可能是他很快的能够想到
[04:04:49] 怎么样去重复的
[04:04:51] 我们现在讲的这种直觉
[04:04:53] 我可能讲的是说
[04:04:55] 给大家一个完全不同的一种
[04:04:57] 方法和机制
[04:04:59] 这个我觉得是五到十年
[04:05:01] 嗯
[04:05:03] 你有过一个说法就是说
[04:05:05] 热爱数学就是看到了上帝的面容
[04:05:07] 为什么会说这句话
[04:05:09] 我是这么觉得的
[04:05:11] 就是我很小的时候就觉得说
[04:05:13] 有一些基本的这些真理
[04:05:15] 然后我觉得数学就是
[04:05:17] 科学家他们存在的这个
[04:05:19] 意义之一
[04:05:21] 当然就是去把这一些东西
[04:05:23] 进行发现和探索
[04:05:25] 其实我这是我
[04:05:27] 十六岁我曾经写过一篇文章
[04:05:29] 我当时是这么至少是这么想的
[04:05:31] 然后后面就是林耀开
[04:05:33] 这个就是创立这个action
[04:05:35] 的时候就是不是说老跑步吗
[04:05:37] 早上斯坦福大有一个那个
[04:05:39] 就是教堂叫Memorial Church
[04:05:41] 这是就是纪念教堂
[04:05:43] 然后如果你去从那个
[04:05:45] 就是我们Palo Alto这边往那儿
[04:05:47] 跑然后如果平常我都是
[04:05:49] 绕着跑因为就是特别晒
[04:05:51] 那一天就是往这个草坪底下去跑
[04:05:53] 然后就是突然我就在那个教堂的
[04:05:55] 下面了然后当时那个阳光也特别好
[04:05:57] 然后那个教堂上有壁画
[04:05:59] 有天使十字架
[04:06:01] 其实有那么一点
[04:06:03] spiritual的一种感觉
[04:06:05] 一点灵魂的这个感觉
[04:06:07] 就是觉得可能说
[04:06:09] 如果那个
[04:06:11] 就是一个人的这个墓志碑上
[04:06:13] 可能印了一个他曾经
[04:06:15] 证明出来的这个事情
[04:06:17] 就是他的智力遗产
[04:06:19] 那么如果能够让这个东西
[04:06:21] 成以一亿
[04:06:23] 你会不做吗
[04:06:25] 可能不会
[04:06:27] 所以当时有这么一个想法
[04:06:29] 当然这个我觉得也自己
[04:06:31] 就这是一个出于ego的一个想法
[04:06:33] 就是说我可能说想我这个公司
[04:06:35] 能够去作为这样的一个AI for math的一个unlock
[04:06:37] 这个想就是我希望登月
[04:06:39] 也希望登月的是我们
[04:06:41] 这个肯定是出自于一点这种
[04:06:43] 这种ego或者是就是
[04:06:45] 形状之
[04:06:47] 但是总体上这个事情
[04:06:49] 我是非常希望它会实现的
[04:06:51] 就算我们是失败了
[04:06:53] 可能要谁其他人登上去了
[04:06:55] 也是一件好事
[04:06:57] 虽然你现在还很小
[04:06:59] 问你这个问题好像不太好
[04:07:01] 但是还是想问
[04:07:03] 你希望你的墓志碑上写的是什么呢
[04:07:05] 你是希望你是一个数学家还是一个
[04:07:07] 就别写
[04:07:09] 其实我是一个比较就是觉得体验比较重要的人
[04:07:11] 我反正要活过了
[04:07:13] 体验这个就无所谓
[04:07:15] 我都不知道我要有什么墓志碑
[04:07:17] 不重要
[04:07:19] 就不重要
[04:07:21] 你会希望你自己是一个数学家吗
[04:07:23] 也不重要
[04:07:25] 不重要
[04:07:27] 我觉得我曾经是觉得很重要的
[04:07:29] 这是这是这是
[04:07:31] 我曾经觉得就是我一想到
[04:07:33] 我可能就没有办法成为一个数学家
[04:07:35] 我有时候一开始我还哭
[04:07:37] 我还是一个比较emotional
[04:07:39] 有时候会有这种
[04:07:41] 对对对那个时候是这么觉得
[04:07:43] 后来觉得其实就是
[04:07:45] 我想当学徒
[04:07:47] 对
[04:07:49] 其实就是你要非写一个什么就写学徒
[04:07:51] 就是我想去在
[04:07:53] 尽量多的一些智力领域上
[04:07:55] 能尽量多的去学一些东西
[04:07:57] 比如说这为什么你看我跳来跳去
[04:07:59] 就是数学然后跳物理
[04:08:01] 为什么我跳物理
[04:08:03] 因为我高中初中物理可差呢
[04:08:05] 我想着怎么着学一下吧
[04:08:07] 然后去学点神经科学
[04:08:09] 也学的生物那一块学的不怎么样
[04:08:11] 但是我觉得跳这个计算神经科学
[04:08:13] 挺有意思
[04:08:15] 然后学学这个量化交易前沿
[04:08:17] 在xtx真的是很感谢那段经历
[04:08:19] 然后又去学学法律
[04:08:21] 然后法律喜欢各种各样的
[04:08:23] 从反垄断
[04:08:25] 反垄断是一个非常就是
[04:08:27] 是一个非常就是像树状的
[04:08:29] 一个逻辑的一个
[04:08:31] 非常像数学的一个学科
[04:08:33] 合同法也是然后又有那种
[04:08:35] 完全不像数学的比如宪法
[04:08:37] 宪法其实这个
[04:08:39] 或者说是这种民事诉讼这些
[04:08:41] 就是庭审这个最初一级的庭审
[04:08:43] 这些都是讲故事的一些
[04:08:45] 一些这个领域
[04:08:47] 然后呢就是
[04:08:49] 所以我还是希望能去学很多的东西
[04:08:51] 就我觉得AI for math其实对我来说
[04:08:53] 我人生最快乐的时候
[04:08:55] 是我拿到那个我找到那个github的那个link
[04:08:57] 然后我把这里面的那个文章的
[04:08:59] 全读过一遍
[04:09:01] 那是我人生最快乐的几个月
