[00:00:00] Hello大家好,我是小骏
[02:13:12] 我可以做比地球上更好的东西
[02:13:15] 什么呢
[02:13:17] 分开来讲呢其实呢
[02:13:19] 我们回这个要回归到这个
[02:13:22] 太空这个独立的一个环境
[02:13:24] 你就换一个太空有什么特别的地方
[02:13:27] 太空是一个完全
[02:13:30] 真空
[02:13:31] 完全一个
[02:13:33] 也不能说他的高温低温他就是一个真空的一个环境
[02:13:37] 那并且呢是一个无重力的一个环境
[02:13:39] 那很多的材料科学在这个环境里面
[02:13:43] OK是可以开发出一些完完全全在地球上开发不出来的东西
[02:13:48] 我简单来讲一个最简单的一个东西
[02:13:51] 也就是一个球
[02:13:53] 你觉得开发一颗球什么原因有什么问题
[02:13:56] OK我们天天在那边踢一颗球在那边篮球什么这么太多球
[02:14:01] 太空有什么厉害的球
[02:14:03] 在地球上你要生产出一颗完美的球状
[02:14:07] OK其实在一个
[02:14:09] 机械工程上是一个非常高的一个工艺
[02:14:13] 可是在太空他就是一个瞬间的一个东西
[02:14:17] 任何东西在太空无重力状态下他完完全全就是一个最完美的一个球状
[02:14:23] OK好那你说最完美的球状能够做什么
[02:14:25] 好那大家想像在这个里面
[02:14:28] OK或许第一个应用
[02:14:30] 在一个人类的一个新的一个工程的眼角膜
[02:14:35] OK希望在对于失明的人在失利有问题的人
[02:14:39] 在一个完美完美无瑕的一个浮行
[02:14:42] 在地球上可能需要花
[02:14:44] 无比的工艺才能够做出来的事情在太空是非常非常轻松的事情
[02:14:48] 这是第一点
[02:14:50] OK太空我们刚刚说了
[02:14:52] 在这种无重力状态下在材料科学上面
[02:14:55] 你还能够开发什么
[02:14:56] 我们现在在
[02:14:57] 在关注的一家公司
[02:15:00] 希望在利用太空这种独特的环境在开发下一端的这个晶圆
[02:15:05] 哦
[02:15:06] 现在大家不是说吗OK晶片
[02:15:09] 都缺晶片
[02:15:10] 我需要晶片更多的晶片更好的晶片更高效能的晶片
[02:15:14] 那晶片的起点是晶圆
[02:15:17] 你的晶圆的纯度
[02:15:19] 跟你的晶圆
[02:15:21] 的这个亮度
[02:15:22] OK能够决定你后面就是它的表现
[02:15:26] 对这一块
[02:15:28] 对所以呢现在我们在看这家公司就是运用在这个SpaceX这个平台上面
[02:15:34] 怎么样做下一代
[02:15:36] 超越
[02:15:37] 就现在你说的看的晶片的晶圆
[02:15:39] 你说的这是一个创业公司这其实是你现在做投资做的事情
[02:15:44] 你在找
[02:15:44] 你在寻找这样的创业公司
[02:15:46] 那它怎么会基于SpaceX的平台去做这件事情呢
[02:15:49] 因为现在还没有这个先决条件
[02:15:51] 它没有SpaceX的那样的资源
[02:15:53] 它跟SpaceX是什么关系呢
[02:15:54] 它需要跟它合作吗
[02:15:56] 这是跟它合作
[02:15:57] 然后就是另外一点我们投资里面
[02:15:59] 其实我们一个很底层的一个逻辑
[02:16:02] 就是你看太空产业
[02:16:04] SpaceX在过去的20年
[02:16:07] 努力开发出
[02:16:08] 一个像苹果
[02:16:10] 这样的一个新的一个平台
[02:16:12] 所以呢你在太空接下来的这个所有大大小小的创业
[02:16:16] 你可以就把它纳非为两种
[02:16:19] 一种
[02:16:20] 就是所谓的苹果链SpaceX链
[02:16:23] 苹果链SpaceX链
[02:16:25] OK你是顺着
[02:16:26] 这个SpaceX
[02:16:28] 你找它的长期目标
[02:16:30] 你找它要做什么
[02:16:32] 你也知道OK就是里面在做这些事情的所有的这些人
[02:16:37] 那你要非常相信它能做成了
[02:16:38] OK这是一点OK
[02:16:40] 然后你能相信它能做成
[02:16:43] 你也确定知道它能做成
[02:16:46] 这是我们内部信息的人
[02:16:47] 当然
[02:16:48] 然后第二步呢是什么
[02:16:50] 就是我们说的非常简单的Android
[02:16:52] 就像苹果一样
[02:16:54] 对不对我们反正在出自于这个这个产业里面的人他们在某一个细节某一个立方
[02:17:00] 他们有比
[02:17:02] 所有业界里面非常非常艰深的这些逻辑
[02:17:07] 那并且那我不
[02:17:08] 我SpaceX一定是像苹果一样它是一个垂直整合
[02:17:11] 反正你要在我链里面你要跟我这样的在我这个大体系里面
[02:17:16] 那但是还有一个除了SpaceX以外很大的一个市场
[02:17:20] 给全世界
[02:17:21] 就是我们所谓的一个Android链
[02:17:23] 所以呢在这个行业里面你就是要么是这两个派系
[02:17:28] 那在这个两个派系里面其实最核心的一批创业者
[02:17:31] 也是我们很关心的一批创业者
[02:17:33] 像你刚刚讲到的
[02:17:34] 你怎么认识这些人
[02:17:36] 你是里面的人
[02:17:38] 那其实就是我们
[02:17:38] 所谓俗称的这些新的这些ElonMafia
[02:17:42] 就是我们的这些
[02:17:44] 以前出自于SpaceX
[02:17:47] 一直共事过也非常了解里面底层逻辑
[02:17:51] 那也非常
[02:17:52] 年轻非常能干
[02:17:54] 并且
[02:17:55] 在这个领域里面有独特的认知的一些人
[02:17:59] 就是我们知识基金一个很大的一个底层的一个pipeline来源
[02:18:04] 太空的产业链现在实际被
[02:18:07] 点亮到多少了呀?
[02:18:08] 这个产业链还是一片蓝海吗?
[02:18:12] 我觉得你看看怎么样的一个
[02:18:14] 一个时间点
[02:18:16] 跟一个怎么样的一个规模
[02:18:18] 在今天这个时间点
[02:18:20] 我觉得你
[02:18:21] 你如果看看
[02:18:23] 在今后太空可以是什么
[02:18:26] 那当然
[02:18:27] 这一切是蓝海
[02:18:29] 甚至
[02:18:30] 你说OK那如果就是
[02:18:32] 晋级的
[02:18:34] 大家可能会最直接好不要管那么多不要跟我讲星辰大海
[02:18:38] 你就对地球现在现在OK上面就有星链了那还能玩什么
[02:18:44] 但是你如果是继续去想
[02:18:46] 就地球上的这整个数据
[02:18:48] 然后并且刚刚我说的
[02:18:50] 在
[02:18:51] 天空外面的这个通讯网
[02:18:54] 是一个远远
[02:18:55] 超越地球上
[02:18:58] 任何最先进的光纤通讯网的时候
[02:19:02] 那你把这个同样的数据一算
[02:19:04] 其实呢
[02:19:06] 地球外面
[02:19:07] 在10个星链
[02:19:08] 可能都不够
[02:19:09] 做一个不恰当的产业对比
[02:19:11] 你觉得今天更像
[02:19:12] 比如说95年的互联网
[02:19:14] 还是像10年的移动互联网
[02:19:17] 但我觉得在你的理解下它可能是一个更广阔的一个市场对吧
[02:19:21] 我认为是一个更大
[02:19:23] 更有潜力的
[02:19:23] 而且这只是一个第1
[02:19:26] 个点
[02:19:27] 它是有无限倍是吗
[02:19:28] 先把这个东西做起来以后
[02:19:31] 然后但这个东西间接了
[02:19:33] OK能够带动又回归到地球
[02:19:35] 因为我们不要讲就是外太空以外
[02:19:37] 其他
[02:19:38] 比我们太远的这个星辰大海的东西
[02:19:40] 就回到地球
[02:19:41] 间接
[02:19:43] 在有这个网络以后
[02:19:45] 对地球的这个整个的这个生态的影响
[02:19:50] OK那是一个第2波我认为的
[02:19:53] AWS
[02:19:54] 是一个第2什么的
[02:19:56] 在一个
[02:19:57] 就像现在所有的你说的这些移动互联网互联网
[02:20:02] 现在在AWS
[02:20:03] 就云上
[02:20:04] OK这些所应用我觉得现在才接下来
[02:20:07] 才刚刚
[02:20:09] 甚至才刚刚开始
[02:20:12] 而且呢这个东西呢是有一个很多国
[02:20:15] 可以大家可以互相参与的一个部分
[02:20:18] 对不对以前的太空可能是一个
[02:20:21] 只有
[02:20:22] 大国
[02:20:23] OK才能够做的事情
[02:20:25] 不管是美国还是俄罗斯
[02:20:27] 还是中国
[02:20:29] 现在当今的今天
[02:20:31] 全世界有77个太空总数
[02:20:36] 77个目前
[02:20:37] 大大小小的国家
[02:20:38] 那这个东西只会增加
[02:20:41] 这个东西只会增加
[02:20:42] 只会增加
[02:20:43] 那它的主体还是国家吗还是平台
[02:20:45] 国家平台我觉得混在一起
[02:20:48] 但在一个太空你的这个世界里面这是一个太空我觉得最可能
[02:20:53] 最有意思的一个问题就是你当一个
[02:20:55] 比如说
[02:20:56] 你
[02:20:57] 拥有一个
[02:20:58] 太空站在上面
[02:21:01] 那这个太空站属于哪一个国家
[02:21:05] 对呀
[02:21:06] 现在这是
[02:21:07] 未知的
[02:21:08] 这是一个未知的
[02:21:09] 这也是一个完完全全的一个
[02:21:13] 带人类去开发的一个领域
[02:21:15] 那很广阔
[02:21:19] 所以我就想可以把这个的想象空间可以打得很大
[02:21:24] 你觉得SpaceX在这个太空空间会成为一个
[02:21:27] 多大的权力主体
[02:21:28] SpaceX是我常常跟很多投资人在争执的地方
[02:21:33] 就是我们远在开始做投资的时候
[02:21:36] 争执更早
[02:21:37] 我就常常跟大家在那边说
[02:21:39] OK我觉得
[02:21:40] 大家会问我说你有没有SpaceX的股票啊
[02:21:42] 你有没有卖啊什么等等的
[02:21:44] 有没有卖
[02:21:45] 我说我没有卖
[02:21:46] 我卖了一点
[02:21:47] 比如说我完全没卖
[02:21:49] 有卖了一点
[02:21:49] OK那你说
[02:21:51] 那为什么没卖
[02:21:53] 因为我觉得说这个东西的估值完完全全还没有到它一点点的可能性
[02:21:59] 我觉得SpaceX是一个
[02:22:02] 就是在大航海时代里面
[02:22:05] East India Company
[02:22:06] 就是那个时候
[02:22:09] 反正穿越欧洲美洲
[02:22:11] 这样的一家就是非常不管是在财力
[02:22:15] 还是在所有的影响力非常大的一家公司
[02:22:17] 而且现在才刚刚开始
[02:22:19] 才刚刚开始
[02:22:21] SpaceX的竞争对手是谁呀
[02:22:23] 你想要听马斯克的原话吗
[02:22:25] 想
[02:22:25] 因为我们也在
[02:22:27] SpaceX中问马斯克这一句话
[02:22:29] 就说我们的竞争对手是谁
[02:22:32] 那马斯克原话说
[02:22:36] 我们的竞争对手是我们自己
[02:22:40] 的进展的速度
[02:22:42] OK这一句话是原话
[02:22:44] 但是
[02:22:47] 我们密切关注
[02:22:49] 中国航天的发展
[02:22:51] 原话
[02:22:52] 所以你怎么看中国航天
[02:22:54] 我其实不知道怎么看中国
[02:22:56] 但我知道说中国举国之力
[02:22:59] 国家队
[02:23:00] 并且中国航天这几年所发展的这个速度
[02:23:04] 跟这所有的做的项目
[02:23:06] 以我们在海外非常这个
[02:23:09] 受限的资讯之下
[02:23:12] 我认为反正中国
[02:23:13] 这未来的这个太空最大的两个
[02:23:16] 参与者一定是中美
[02:23:20] 这是非常明显的
[02:23:21] 当然今天你可以说SpaceX
[02:23:23] 代表美国的航天非常的强
[02:23:26] 但是它在美国这个主体的内部
[02:23:29] 它是怎么打破旧有的权力结构
[02:23:31] 冲出来的呢
[02:23:31] 我相信旧有势力肯定不想看到这一点
[02:23:35] 还有
[02:23:36] 他们在双方有这种权力
[02:23:39] 非常狰狞的时候吗
[02:23:41] 我觉得在今天
[02:23:42] 这已经不是一个
[02:23:44] 一个狰狞的时候了
[02:23:45] 当然
[02:23:46] 对不对这太明显了
[02:23:48] 但是呢你说像SpaceX刚出来的时候
[02:23:51] 对你说在早期我们加入SpaceX
[02:23:54] 12年的时候
[02:23:55] 当对方像波音
[02:23:57] 像ULA
[02:23:58] OK有比你
[02:24:00] 10倍多的资源跟无限的这种
[02:24:03] 对我们来看好像是无限的这样资金的时候
[02:24:05] 对不对
[02:24:07] 他们有没有
[02:24:07] 就时时刻刻的打击SpaceX
[02:24:10] 有没有想要泼冷水
[02:24:11] 当然
[02:24:13] OK随时随刻
[02:24:14] 英浪不是一个非常有名的这个interview吗
[02:24:19] 就是
[02:24:20] 他在这个interview里面他差点都哭了
[02:24:23] 为什么哭了呢
[02:24:24] 因为那个时候SpaceX在身为一家早期的公司
[02:24:28] 那在挣扎中
[02:24:30] OK想要快速地求增长
[02:24:32] 并且想要对这个业界里面
[02:24:34] 做出一些突破
[02:24:35] 可以做出一些真的就是
[02:24:37] 把这个业界往前推
[02:24:39] OK那
[02:24:40] 那他在
[02:24:42] 他在年轻时候很
[02:24:45] 非常上网的一个偶像
[02:24:46] 就是Buzz Aldrin
[02:24:48] OK那Buzz呢是世界第2个登陆月球的人
[02:24:52] 在阿姆士庄那个时候阿波罗11的时候
[02:24:56] 对那Buzz讲了一句话
[02:24:58] 对不对就是他觉得说SpaceX呢这家公司OK最终会搞砸的
[02:25:02] OK因为他们不知道他们在干嘛
[02:25:04] OK就像是一批
[02:25:05] 对不对就是硅谷的这个牛仔
[02:25:09] OK在他们认为说他们可以这种
[02:25:13] 很先行的东西就可以去做这个太空
[02:25:16] OK然后创新太空但是太空是一个
[02:25:19] 非常
[02:25:20] 不容忍任何的这种错误非常精准非常
[02:25:24] OK我们要把它非常慎重的一件事情
[02:25:27] OK那我觉得在那个时候在早期的时候
[02:25:30] 基本上SpaceX就是面临这样的
[02:25:33] 就是
[02:25:34] 我在
[02:25:35] 自己里面在推已经非常的累了
[02:25:39] 那我好不容易做成的事情
[02:25:42] 还被外界这样在时时刻刻在那边泼冷水
[02:25:45] 他也不是刻意的泼冷水因为对方有
[02:25:47] 你比你10倍多的钱
[02:25:50] 对在华府在所有的这些东西我就时时刻刻反正我就靠钱在那边给你到处泼冷水
[02:25:56] 但是最
[02:25:57] 奇怪的是这些人同样是在那个泼冷水那个时候在现在
[02:26:01] 也是同样一批人在那边说哇SpaceX是全世界最厉害的公司我
[02:26:05] 我们就知道这是全世界最大的独角兽等等的这些人
[02:26:10] 所以当然
[02:26:12] SpaceX都经历过这些时刻
[02:26:15] 他是在哪一刻就冲出了旧有的势力你觉得是哪一年
[02:26:19] 我认为说这不能够说是满一年但是我认为说这个东西与之说哪一
[02:26:23] 与之说SpaceX倒不如说是NASA
[02:26:26] 之间的改变
[02:26:28] 在NASA
[02:26:30] 对SpaceX其实是一个全新的一个计划
[02:26:35] 这个也就是这个所谓的这个
[02:26:39] NASA在在这个三星期计划之前
[02:26:43] 所有的太空计划都是美国非常有名的一个就是对所有不管对波音啊还对
[02:26:49] 所有的航空航天
[02:26:50] 政府对这大企业的单
[02:26:54] 非常有名就是叫class plus的一个单
[02:26:57] 也就是说
[02:26:58] 我叫你做这个事情
[02:27:01] 你要花多少时间没问题你要花多少钱也没问题
[02:27:05] 花到钱之上我还确定你在这个钱上面你还会赚钱
[02:27:08] 这样子的一个一个合约
[02:27:12] 那你想想在这个合约之下
[02:27:14] 你觉得说在传统这个企业能够干出什么事情
[02:27:17] OK那NASA呢
[02:27:21] 我觉得最明显的一个例子
[02:27:23] OK就是说我们现在不要说别的
[02:27:25] 就是说现在在即将登月的两个火箭
[02:27:29] OK一个呢是NASA自己开发的SLS
[02:27:33] OK在2011年的时候启动
[02:27:36] 花了差不多快二十几年的时间
[02:27:39] 比SpaceX差不多快五倍多的资金
[02:27:44] 250亿美元继续在accounting
[02:27:48] 然后能够做出一只远远OK就比不上新舰
[02:27:53] 不管是在载体还是在回收等等
[02:27:57] 这样的一个火箭
[02:27:58] 这就是一个非常明显在一个所谓这个
[02:28:01] 舊太空时代
[02:28:02] 美国太空时代
[02:28:04] OK所产出的一个非常典型的标榜的一个产品
[02:28:08] 那NASA在意识到这个点之后
[02:28:11] 成功了OK推出了这个跟民营企业
[02:28:15] 也就是说NASA从一个在2000年之前
[02:28:19] 美国其实是一个政府主导的一个太空program
[02:28:23] OK到了2000年以后
[02:28:26] 其实是一个政府辅助
[02:28:30] OK的一个太空项目
[02:28:32] 这个太空的一个计划
[02:28:34] 那在这个计划第一个最有标榜的OK就是CLD
[02:28:38] 也就是SpaceX的第一个这个就收到了这个这个第一个的这个合约
[02:28:44] 然后能够订单
[02:28:46] 然后补给这个太空站
[02:28:48] 这就是所有这新的NASA在一切的开始
[02:28:51] 那NASA在这个这个的学习上面学习到了OK
[02:28:56] 这民营企业的这个效率并且它培养出了SpaceX
[02:29:01] 所以这个模型
[02:29:02] 现在开始到了所有这个计划
[02:29:05] 给包括了现在在太空上面的这个国际太空站
[02:29:11] 这2000年初的时候成立
[02:29:14] OK花费了将近1000亿美元
[02:29:17] OK完成是全世界到目前为止还是最贵的建筑
[02:29:23] OK那2030年太空站即将退役
[02:29:26] NASA决定说我们不会再做新一代的太空站
[02:29:29] 我们是像像SpaceX的例子
[02:29:32] 我们需要让民营企业去做新一代的太空站
[02:29:32] 我们需要让民营企业开始接单
[02:29:33] 所以这是一个从NASA开始的一个一个转变
[02:29:39] 那它会影响就是整个的这个太空产业
[02:29:43] NASA为什么会有这个转变
[02:29:44] 这个也很有意思
[02:29:45] 它其实把这个产业从一个国家主导
[02:29:49] 变成了一个企业主导的状况
[02:29:52] 有些很简单
[02:29:54] 因为NASA已经被边缘化了
[02:29:56] 对你再不做出一点事情来
[02:30:00] 就是过去的这个30年
[02:30:02] 躺着的这个企业的状况
[02:30:02] 总会有一天你需要交代
[02:30:07] 那需要引入年余
[02:30:10] 对不对
[02:30:11] 这也不可能
[02:30:12] 就是说永远的将这个系统加下去
[02:30:14] 就是任何人能看到
[02:30:15] 觉得这是一个非常扯的事情
[02:30:17] 所以航天业慢慢的会越来越汽车产业化
[02:30:23] 我觉得SpaceX已经是证明了这一点
[02:30:28] 并且这个思维
[02:30:29] 那其他的产业
[02:30:31] 如果要能够跟得上SpaceX
[02:30:32] 并且能够竞争的话
[02:30:34] 他们至少能够做到这一点
[02:30:36] 造一个火箭
[02:30:39] 可能真的就像造一个车一样
[02:30:41] 我觉得你造一个车子的概念
[02:30:44] 是说怎么样把一个东西从一个工艺化
[02:30:47] 高度的精密化
[02:30:48] 做一个小量化
[02:30:50] 怎么样能够把它大量化稳定
[02:30:52] 产出
[02:30:54] 那这个东西在SpaceX
[02:30:55] 在飞行9号
[02:30:56] 跟在这个星舰等等
[02:30:58] 已经是贯彻的
[02:31:01] 那我觉得整个行业
[02:31:02] 也是朝这个方向在走
[02:31:04] 你怎么看待AI和航天的结合
[02:31:06] AI会怎么改变航天业吗
[02:31:08] 我们刚才有讲到
[02:31:09] 就是AI
[02:31:10] 我们最开始聊了一会儿
[02:31:11] 对 刚才聊了一会儿
[02:31:12] 就是AI怎么样
[02:31:13] 就是在航天怎么帮助AI
[02:31:16] 就是在太空建设这些新的data center
[02:31:18] 这些怎么样的可能性
[02:31:20] 你是觉得航天帮助AI
[02:31:22] 我认为这是一点
[02:31:24] 以前是SpaceX跟XAI结合
[02:31:27] 接下来想要做的事情
[02:31:28] 也就是说在这个新的空间里面
[02:31:32] 快速建设这个算力
[02:31:36] 那这个是SpaceX要做的事情
[02:31:37] 并且SpaceX可以做到的事情
[02:31:40] 那我不认为说这个东西
[02:31:42] 是一个很简单的一个题材
[02:31:44] 即使对SpaceX
[02:31:47] 那你说换句话来说
[02:31:49] AI做起来怎么样能够帮助航空航天
[02:31:52] 现在不管是SpaceX要做的事情
[02:31:56] 在进几在这个data center
[02:31:59] 或者说你说更远要去火星
[02:32:01] 其实在很大的一块里面
[02:32:02] 还是有很多的这个材料科学
[02:32:05] 还是未知未知这一块
[02:32:07] 还是需要不管是AI的辅助的开发
[02:32:11] 或者模拟
[02:32:13] 可以下去这样完成
[02:32:15] 我觉得很多人讲SpaceX的时候
[02:32:17] 不会讲到
[02:32:18] 其实SpaceX能够这么快的成长
[02:32:22] SpaceX你可以简单来讲
[02:32:25] 它可能是一个最早的一个AI公司
[02:32:29] 为什么
[02:32:30] OK
[02:32:31] 就SpaceX之所以能够这么快的成长
[02:32:37] 当然SpaceX很努力
[02:32:38] SpaceX的人很聪明
[02:32:40] 但是有一大部分是因为NASA
[02:32:45] 有非常非常多在过去几十年
[02:32:48] 我可以说累积下来的数据
[02:32:51] 给了SpaceX
[02:32:52] 所以它的起点比任何人的够高
[02:32:56] SpaceX也以一个现代
[02:32:58] 就是21世纪公司的方式去开发了火星
[02:33:01] 火箭
[02:33:02] OK
[02:33:02] 运用了大量的模拟
[02:33:05] 运用了大量
[02:33:07] 这些反正在这个模拟
[02:33:09] 在软体方面的资源
[02:33:11] 能够快速的
[02:33:12] OK
[02:33:13] 能够理解在一个系统
[02:33:16] 他们需要把所有资源
[02:33:19] 所focus在一个方向
[02:33:22] 那自己也保证一家少数公
[02:33:24] 一个一个小型的初创公司
[02:33:28] 如何以非常少的资源
[02:33:30] OK
[02:33:31] 能够做到非常非常大效率
[02:33:34] 就是搭公司可能花几十年做的事情
[02:33:36] 能不能以你管理过的飞鹰9号为例
[02:33:39] 能不能讲讲AI在其中参与了哪些环节
[02:33:42] 在我们这一方面
[02:33:44] AI还会参与的比较少
[02:33:46] AI比较主要多的是在这个产品的这个开发
[02:33:50] 跟这个模拟方面
[02:33:52] OK在AI在SpaceX所建造的
[02:33:55] 他们自己内部的这个世界的这个模型
[02:34:00] 一个火箭模型
[02:34:01] 但是在我们这个所谓的这个接下来模型以后
[02:34:05] 设计出来的东西流程生产供应链
[02:34:09] 这一块SpaceX用的比较少
[02:34:10] 在我那个时候
[02:34:12] 但是现在非常明显
[02:34:13] 你那个环节你说的是上游吗
[02:34:16] AI可能渗透的是
[02:34:19] 偏更偏中下游的部分
[02:34:22] 嗯
[02:34:23] 中下游当然有AI一个很大的展现空间
[02:34:27] OK不管是在控管
[02:34:28] 不管在应用方面
[02:34:30] 但在上游
[02:34:31] 就你怎么样运用最新的开发工具
[02:34:34] 最新的这个模拟
[02:34:37] 然后能够在更快速更有效率
[02:34:40] OK能够来继承这些最重要的这些火箭
[02:34:44] 的这些设施
[02:34:46] 这个东西我相信SpaceX
[02:34:48] 在跟XAI结合以后
[02:34:52] 或许会是这次更加码吧
[02:34:55] 你怎么看马斯克要在太空建设
[02:34:57] AI数据中心这个宏大的机会
[02:34:59] 这是一个的确
[02:35:00] 太空提供了一个SpaceX
[02:35:02] 就是跟数据中心
[02:35:04] 一个可以成立的东西
[02:35:05] 像我刚刚说的
[02:35:06] 在美国建设数据中心的两个难点
[02:35:10] 空间
[02:35:12] 并且这个执照
[02:35:14] 然后还有无尽的能源
[02:35:16] 这一块太空能够快速的解决
[02:35:19] 至少可以SpaceX可以快速的解决
[02:35:22] 对所以我觉得是一个
[02:35:25] 不是一个疯狂的一个说法
[02:35:28] 但是呢
[02:35:29] 也不是一个简单的说法
[02:35:30] 就是一个很简单的路
[02:35:32] 他是不是首先需要把算力发射到太空上
[02:35:37] 是一个全新的一个
[02:35:38] 你可以想想
[02:35:39] 除了Saralink以外
[02:35:41] 另外的一个卫星的群吧
[02:35:44] Constellations
[02:35:45] 这是可能的还是不可能的
[02:35:46] 从一个工程的角度上是可能的
[02:35:51] 但是呢
[02:35:51] 是一个难的工作
[02:35:53] 即使对SpaceX而言都是一个难的工作
[02:35:58] 还是有一些
[02:35:59] 在上面需要克服的这个能够长期并且能量化的问题
[02:36:03] 那我说的不是说这个东西能不能做到
[02:36:07] 我说的主要说这个东西做到了
[02:36:10] 有没有办法
[02:36:12] 是跟地面上的数据中心是能够竞争的或者超越的
[02:36:17] 因为如果没有做到这一点就没有意义
[02:36:21] OK那我所有说的标杆是做后者不是说那么做到当然很简单
[02:36:25] 谁都都可以做到SpaceX当然可以做到很多公司也可以做到
[02:36:27] 很多公司也可以做到
[02:36:29] 但是能不能做到后者
[02:36:31] 我认为SpaceX具备这个条件
[02:36:34] 但是不是一个简单的路
[02:36:36] 而且还需要发射成本
[02:36:38] 发射成本我觉得是一个相对比较简单的一个问题
[02:36:42] 除了发射成本还有很多
[02:36:44] 其他需要解决再把这个东西像它整个的效能化
[02:36:49] 能够比地面上的数据中心还要更算得过账
[02:36:54] 这方面的问题
[02:36:56] 你看Sam Altman最近就说马斯克的太空算力非常强劲
[02:36:57] 你看Sam Altman最近就说马斯克的太空算力非常强劲
[02:36:58] 你看Sam Altman最近就说马斯克的太空算力非常强劲
[02:36:59] 你看Sam Altman最近就说马斯克的太空算力非常强劲
[02:37:01] 我觉得他眼红吧
[02:37:03] 他自己反正我觉得openAI也
[02:37:07] 我不在这边说太多这种trash talking的话
[02:37:13] 不要说是新的机会
[02:37:14] 但是我们就持续在SpaceX就知道整个太空的接下来是怎么发展
[02:37:20] 让我们跟很多可能基金不太一样
[02:37:24] 我们不把太空当成是一个独立
[02:37:28] 的一个投资的一个表演
[02:37:31] 就在我们而言
[02:37:33] 其实在太空或在地球上
[02:37:35] 其实它是一个一体的
[02:37:38] 有一些东西适合在太空或者太空加上地球上的这种东西
[02:37:44] 这个设置能够加价值
[02:37:47] 我们是这样整体然后来看这整个系统式
[02:37:51] 那我们相信就太空特有的环境
[02:37:56] 不管是你刚刚说的
[02:37:58] 我们刚说的数据的传输的速度
[02:38:01] 或者是一个非常特殊的低引力
[02:38:05] 还是太空特有环境
[02:38:06] 能够做出很多地球上
[02:38:09] 做不出来的事情
[02:38:12] 或者需要发费大费成本所需要的事情
[02:38:17] 我认为在太空位就更有效率
[02:38:19] 所以在接下来这个时代
[02:38:23] 我觉得可能就像很多人讲AI一样
[02:38:26] 就AI不会取代任何的人
[02:38:28] 可是懂AI的人
[02:38:31] 可以觉得比你更有优势
[02:38:33] 那我觉得接下来这个通向这个话
[02:38:36] 就一样apply在太空这个领域里面
[02:38:39] 就是谁能够集合天上天下
[02:38:42] 然后成为一个真的更有效率
[02:38:45] 终止的一个系统
[02:38:46] 这是我们现在在关注的一些公司
[02:38:49] 比如说什么样的系统
[02:38:51] 比如说像我们现在看的
[02:38:54] 在太空这个特有的环境里面
[02:38:57] 在太空这个特有的环境里面
[02:38:57] 在太空这个特有的环境里面
[02:38:57] 在太空这个特有的环境里面
[02:38:57] 在太空这个特有的环境里面
[02:38:57] 在太空这个特有的环境里面
[02:38:57] 在太空这个特有的环境里面
[02:38:57] 在天生的
[02:38:59] 我们现在在讲这个晶圆跟晶片
[02:39:02] OK是一个
[02:39:04] 大家现在都在紧急在制作
[02:39:08] OK的这个一个很重要的一个目标
[02:39:11] 对那大家也知道做一个晶圆厂
[02:39:13] 需要花费就几十亿美金
[02:39:16] OK非常多久的时间
[02:39:18] OK能够建造
[02:39:20] 但是如果大家如果去细想
[02:39:22] 你用这么多的钱所制造的环境
[02:39:26] 是什么样的环境呢
[02:39:26] 是什么
[02:39:28] 其实很多时候你会想
[02:39:31] 这东西不就跟太空现在天生的环境就很类似吗
[02:39:35] 你简直花非常大笔的资源
[02:39:38] OK在地球上想要做一个太空模拟一个太空
[02:39:41] 做出一个太空的环境
[02:39:43] 那为什么不在太空做这件事情呢
[02:39:46] 那以前可能没有这个选择
[02:39:49] 但是现在我们即将就是在这个时代
[02:39:51] 这是一个选择之一
[02:39:53] 因为SpaceX打开了这个时代了
[02:39:55] SpaceX打开了这个时代了
[02:39:56] SpaceX能成为一个多大规模的企业在你心里
[02:39:59] 回归到马斯克的话
[02:40:01] 这回归到SpaceX自己
[02:40:03] SpaceX以前成长的规模对不对
[02:40:07] 它对标的是波音这些大怪兽
[02:40:11] 它没有这些大公司这些包袱
[02:40:14] 它给这些弹性
[02:40:15] 那如今SpaceX今天也到2万人
[02:40:20] 覆盖了所有你可以想象的
[02:40:23] 不管是卫星发射 飞行9号等等
[02:40:26] 可以这样的这些事业群
[02:40:28] 对所以SpaceX接下来的10年
[02:40:30] 要如何能够维持SpaceX
[02:40:33] 这是一个很重要的一个核心
[02:40:36] 那如果SpaceX能够持续这样的保持
[02:40:39] 就之前的这种速度跟这种灵敏度的话
[02:40:44] 那像我刚刚说的
[02:40:46] 这SpaceX的这个上限
[02:40:49] 就太空第一轨只是第一站
[02:40:54] 火星只是第一站
[02:40:56] 月球只是第一站
[02:40:58] 整个的环境比地球大
[02:41:01] 太多太多的环境
[02:41:03] 在于一家公司的底下
[02:41:06] 我觉得你可以想象这个市值是多少
[02:41:10] 太多
[02:41:13] 我觉得时间吧
[02:41:14] 对不对
[02:41:15] 但是我近期
[02:41:16] 我为什么到目前为止
[02:41:19] 对不对
[02:41:20] 我都没有出售我的这个股票
[02:41:25] 因为我认为SpaceX的股票
[02:41:26] 现在至少是一个万亿
[02:41:27] 至少是一个万亿几的公司
[02:41:30] 在地球上面的这个就是我的应用
[02:41:34] 至少
[02:41:35] 至少说了好多遍至少
[02:41:36] 然后还有呢
