[00:00:00] Hello 大家好,我是小骏
[00:00:03] 今天我们的嘉宾是游凯超
[02:18:02] 所以大家在用电的时候
[02:18:04] 只需要在出口的时候
[02:18:05] 在出口统一规定
[02:18:06] 我就是220伏
[02:18:06] 那么所有的家电
[02:18:08] 它的这个只需要满足这个国家标准
[02:18:11] 它就可以接入这个电去用
[02:18:13] 但是token它是没有办法去做调制的
[02:18:15] 就是你没有办法说
[02:18:16] 把一个DeepSeq模型的token
[02:18:18] 转化为一个Kimi的token
[02:18:20] 这个token它是带着模型的烙印的
[02:18:22] 所以就好比说
[02:18:24] 我们有上百种这个发电机的型号
[02:18:26] 然后呢
[02:18:27] 每一种发电机的型号
[02:18:28] 它发出来的电压和频率都是不一样的
[02:18:31] 但是你没有办法调制
[02:18:32] 你只能原样的去送过去
[02:18:34] 那这里面
[02:18:34] 你就只能用电压
[02:18:35] 你就只能让用户去适应了
[02:18:36] 比如说我今天有90伏的电压
[02:18:38] 明天有110伏的电压
[02:18:40] 后天有120伏的电压
[02:18:41] 然后呢
[02:18:42] 这就是导致就是
[02:18:43] 有些时候你还需要去看你的Harness
[02:18:45] 能不能适配这些模型的token
[02:18:47] 然后呢
[02:18:48] 不同的这个推理厂商
[02:18:49] 它推理出来的token也不一样
[02:18:52] 然后就是除了这个
[02:18:54] 推理厂商本身的原因
[02:18:56] 还有就是模型本身
[02:18:57] 它也不一样
[02:18:57] 对吧
[02:18:58] 比如说大家经常会说这个
[02:18:59] 有些模型聪明
[02:19:00] 有些模型傻
[02:19:01] 然后呢
[02:19:02] 有些模型它适合指挥
[02:19:03] 有些模型适合干扰
[02:19:04] 然后呢
[02:19:06] 有些模型它适合用cloud code
[02:19:08] 然后有些模型适合用open cloud
[02:19:10] 所以说就是token
[02:19:11] 它比电复杂很多
[02:19:13] 它有一个意志性在这里
[02:19:15] 就是它不是像电一样的
[02:19:17] 是一个commodity
[02:19:18] 就是你拿到就可以用的状态
[02:19:20] 基于每个token都带有了模型的烙印
[02:19:23] 你觉得这个会越来越统治化
[02:19:25] 还是会越来越差一会儿
[02:19:28] 目前还是一个百花齐放的状态
[02:19:31] 然后呢
[02:19:32] 尤其是现在就是跟Harness也有关系
[02:19:34] 所以说
[02:19:34] 就是你的Harness怎么设计
[02:19:36] 然后模型在训练的过程中
[02:19:38] 它用过哪些Harness
[02:19:39] 对哪些Harness比较了解
[02:19:41] 以及包括这个推理引擎的设计
[02:19:43] 它有的时候都会影响这个产生token的质量
[02:19:46] 所以说
[02:19:47] 对目前是一个比较百花齐放的
[02:19:50] 比较混乱的状态
[02:19:52] 你们现在能支持多少模型结构
[02:19:54] 我们现在支持了有两三百种模型的结构
[02:19:58] 相当相当多
[02:19:59] 所以我们其实最近在做一个事情
[02:20:00] 就是不用的模型结构我们要删掉
[02:20:03] 对
[02:20:03] 就是
[02:20:04] 既然每个token都这么复杂度这么高
[02:20:07] 你们还支持这么多的模型结构
[02:20:08] 会不会让你的复杂度过于高
[02:20:09] 那你们这其中的tradeoff
[02:20:11] 你们的取舍代价是什么
[02:20:13] 对
[02:20:13] 这就是这个项目的价值
[02:20:15] 就是它支撑住了这个复杂度
[02:20:17] 当然我们也需要就是
[02:20:19] 不断的去删减掉不必要的复杂度
[02:20:21] 所以像刚才说的
[02:20:22] 我们删除一些不再用的模型
[02:20:24] 然后呢
[02:20:25] 我们删除一些不必要的feature
[02:20:26] 然后呢
[02:20:27] 在这个过程中
[02:20:28] 我们也会更加的重视
[02:20:30] 就是当前大家用的主要的模型是什么
[02:20:32] 所以我们接下来的重点
[02:20:34] 肯定是
[02:20:34] 优化主流模型
[02:20:36] 在主流硬件上
[02:20:37] 主流workload上面的一些性能
[02:20:39] MOE架构现在应该是
[02:20:41] 相对最主流的架构之一
[02:20:44] 那从推理infra的角度看
[02:20:46] MOE给你们带来什么挑战
[02:20:48] MOE带来了三大挑战吧
[02:20:52] 就是
[02:20:52] 第一个是细力度专家
[02:20:54] 这个其实也是DeepSig提出的
[02:20:56] 这个DeepSig MOE
[02:20:57] 就是发现这个专家的力度越细越好
[02:21:00] 但是呢
[02:21:01] 这个细力度专家
[02:21:02] 他就会导致
[02:21:03] 这个做矩阵乘法的时候
[02:21:04] 这个矩阵乘法的维度比较低
[02:21:06] 所以呢
[02:21:07] 他对于infra的实现不是很友好
[02:21:09] 那么这里需要有一个取舍
[02:21:11] 然后第二个是
[02:21:12] MOE它是一个动态选择的
[02:21:14] 这是MOE算法的基础
[02:21:15] 我们有一个路由模块
[02:21:17] 来决定每一个token
[02:21:18] 选择哪几个专家
[02:21:20] 那么这一个呢
[02:21:21] 对于数据的依赖
[02:21:22] 是这个GPU
[02:21:24] 就是GPU的高效实现
[02:21:26] 比较难以handle的部分
[02:21:27] 他们比较擅长的是那种
[02:21:29] 静态的数据流
[02:21:30] 就是我提前知道
[02:21:32] 这部分数据
[02:21:33] 要跟哪一部分数据进行运算
[02:21:34] 然后呢
[02:21:35] 第三部分是这个
[02:21:36] 专家并行的系统
[02:21:38] 就是MOE
[02:21:39] 当大家发现
[02:21:40] 这个C6度专家
[02:21:41] 很有用的时候
[02:21:42] 那么大家快速扩展到了这个
[02:21:45] 把MOE扩展到了万亿参数
[02:21:47] 然后呢
[02:21:48] 但其中只激活了几十分之一
[02:21:50] 那这个就要求配合一些
[02:21:52] 这个像专家并行的策略
[02:21:54] 和数据并行的策略
[02:21:55] 这个对于系统设计
[02:21:57] 和通信的要求都很高
[02:21:58] 针对这三大挑战的解决方案呢
[02:22:01] 其实就是DeepSeek
[02:22:03] 在2025年提出了一系列
[02:22:04] 方案
[02:22:05] 包括像DPEP处理
[02:22:07] 这个专家并行的通信
[02:22:08] 然后呢
[02:22:09] DeepGen处理专家并行的计算和选择
[02:22:11] 所以确实可以说
[02:22:13] 就是MOE这一波
[02:22:15] DeepSeek是引领了时代的潮流
[02:22:17] MOE之后
[02:22:18] 你觉得有什么可能的
[02:22:19] 潜在的发展方向
[02:22:21] MOE之后
[02:22:24] 现在大家主要还在探索
[02:22:25] Attention的设计
[02:22:26] 就包括前面就是
[02:22:28] 有一些博客也在请松林来讲
[02:22:30] 这个Linear Attention嘛
[02:22:31] 那到底是Linear Attention
[02:22:33] 还是Sparse Attention
[02:22:34] 这个很重要的
[02:22:34] 可能还是一个
[02:22:35] 悬而未决的事情
[02:22:36] 或者说
[02:22:37] 可能他们两个都是一个
[02:22:38] 有效的方案
[02:22:39] 其实没必要非此即彼
[02:22:41] 可能都需要去探索
[02:22:42] 那Test Time Scaling
[02:22:43] 就是测试时计算扩展
[02:22:45] 也是一个新的趋势
[02:22:46] 那它对于推理Infra
[02:22:49] 提出了有一些新的要求吗
[02:22:51] Test Time Scaling
[02:22:52] 它其实一直都存在
[02:22:53] 它只是以
[02:22:54] 不同的表现形式出现而已
[02:22:56] 那在早期的这个
[02:22:58] 机器学习系统中
[02:22:59] 我们有一个叫做
[02:23:00] 集成学习的方法
[02:23:01] 就叫Ensemble
[02:23:02] 然后同一个问题
[02:23:03] 你让不同的
[02:23:04] 模型回答
[02:23:05] 或者你让同一个模型
[02:23:06] 回答多次
[02:23:07] 然后对这个结果进行集成
[02:23:09] 通常都可以看到
[02:23:10] 一个比较好的效果提升
[02:23:12] 那这里面我们
[02:23:13] Test Time Scaling
[02:23:13] 这个Scale的就是
[02:23:15] 模型尝试的次数
[02:23:16] 然后呢
[02:23:18] 这个大模型时代的
[02:23:19] Test Time Scaling
[02:23:20] 更多这个一般意义上指的
[02:23:21] 就是OpenAI的
[02:23:23] 这个O1里面的
[02:23:24] 就是针对困难的问题
[02:23:26] 我们通过让模型
[02:23:27] 思考更长的时间
[02:23:28] 来提高成功率
[02:23:30] 那这里面我们Scale的是
[02:23:31] 模型单次输出的Token
[02:23:33] 所以在去年
[02:23:34] 我们经常看到
[02:23:35] 就是让模型思考很久很久
[02:23:37] 然后输出几十万的Token
[02:23:39] 然后呢
[02:23:39] 去解决一些高难度的问题
[02:23:41] 那比如说
[02:23:42] 国际数学竞赛
[02:23:44] 当然这也都是一些
[02:23:45] 很有效的手段
[02:23:45] 但是今年以来呢
[02:23:47] 我们这个Test Time Scaling
[02:23:49] 更多是在
[02:23:49] Coding Agent的场景下
[02:23:51] 让Agent的持续和环境交互
[02:23:53] 那么这个时候
[02:23:54] 大家Scale的是
[02:23:55] 模型和环境交互的次数
[02:23:57] 或者说模型完成一项任务
[02:24:00] 它运行的时间
[02:24:01] 在这个过程中呢
[02:24:02] 就是模型每一次交互
[02:24:04] 它进行的
[02:24:04] 四次交互
[02:24:04] 它的思考是比较短的
[02:24:05] 可能只有几百个Token
[02:24:07] 但是它可以不断地去了解
[02:24:09] 当前任务所处在的环境
[02:24:10] 从而适应这个环境的一些特点
[02:24:12] 从而能够更高效地完成任务
[02:24:15] 那这个集成学习就不说了
[02:24:17] 这个是很早的
[02:24:18] 这个早期机器学习方法了
[02:24:20] 跟现在的这个大模型范式
[02:24:22] 也不匹配
[02:24:22] 所以为什么我之前说
[02:24:23] 我把Beam Search这个删掉了
[02:24:25] 那这个让模型思考的更久
[02:24:28] 以及让模型跟环境
[02:24:29] 进行更多的交互
[02:24:30] 这两种Scaling
[02:24:32] 对于推理的Infra的需求
[02:24:33] 是不一样的
[02:24:34] 那前者是一个请求
[02:24:36] 它在长期运行
[02:24:37] 这个对于系统的成本非常高
[02:24:40] 所以现在其实主要
[02:24:41] 也就是服务一些特殊群体
[02:24:43] 那比如说科学家的前沿探索
[02:24:45] 然后后者
[02:24:47] 它是在今年迎来了一个大爆发
[02:24:49] 通过与环境的探索
[02:24:50] Coding Agent可以适应
[02:24:52] 各种各样的环境
[02:24:53] 所以它可以走进人们的日常生活
[02:24:56] 那比如说年初的
[02:24:57] 这个小龙虾的热潮
[02:24:58] 就是一个例子
[02:24:59] 那在这种多轮交互的情况下
[02:25:02] 前缀缓存
[02:25:03] 也叫做
[02:25:04] Previous Caching
[02:25:04] 就非常重要
[02:25:05] 那我们要尽量确保
[02:25:07] 这个历史状态
[02:25:08] 都能够保留下来
[02:25:09] 这样子下一次请求
[02:25:10] 可以很快地进行
[02:25:11] 所以这个Test and Scaling的
[02:25:14] 几个阶段
[02:25:15] 对推理引擎
[02:25:16] 其实有这个不同的要求吧
[02:25:17] 你刚才提到Coding Agent
[02:25:19] 那在Agent场景下
[02:25:20] 就模型会被调用很多次
[02:25:22] 有复杂的上下门的管理需求
[02:25:24] 那你觉得现在的推理框架
[02:25:26] 对这个场景支持的够好吗
[02:25:28] 现在的推理引擎
[02:25:29] 对这种场景的
[02:25:31] 这个基础支持是比较好的
[02:25:32] 就是这种Coding Agent
[02:25:34] 的场景主要就是
[02:25:35] 要保持一个前缀的稳定
[02:25:36] 所以呢
[02:25:37] 这样子推理引擎
[02:25:39] 就可以复用前面计算的结果
[02:25:40] 当然这也有一些
[02:25:42] 这个模型设计
[02:25:43] 就是它在设计之初
[02:25:44] 就不完全遵守
[02:25:46] 这个前缀稳定的性质
[02:25:48] 比如说有些模型
[02:25:49] 它在下一轮思考的时候
[02:25:51] 它会删除上一轮思考的过程
[02:25:53] 那这个时候就需要
[02:25:54] 跟推理引擎
[02:25:55] 做一些联合优化了
[02:25:56] 然后目前主要的一个问题
[02:25:59] 是生态比较碎片化
[02:26:00] 然后不同的这个Harness框架
[02:26:02] 它会带来不一样的
[02:26:04] 这个负载的特性
[02:26:05] 以及不同的模型结构
[02:26:06] 它又带来了不一样的
[02:26:08] 推理优化的需求
[02:26:09] 所以很难统一
[02:26:10] 那这个和Infra Code Design
[02:26:12] 其实是一个类似的问题
[02:26:13] 我们现在需要的是一个
[02:26:15] Harness和Infra的Code Design
[02:26:16] 这一方面
[02:26:18] 其实去年这个
[02:26:19] Manas的记忆超
[02:26:20] 就是Peak
[02:26:21] 它也有一篇博客写
[02:26:22] 就是如何设计一个
[02:26:23] Infra友好的Harness框架
[02:26:25] 其中最重要的部分
[02:26:27] 就是你要充分地利用
[02:26:28] 前缀缓存
[02:26:29] 那这里面有一些
[02:26:31] 这个Harness框架设计者
[02:26:32] 他可能
[02:26:33] 比较自作聪明
[02:26:35] 就是觉得每次
[02:26:36] 我把这个工具调用的范围
[02:26:38] 进行一个精细化
[02:26:39] 然后呢
[02:26:39] 可以提高模型的效率
[02:26:41] 但其实这个
[02:26:42] 因为工具调用
[02:26:43] 其实总是出现在
[02:26:44] 模型的这个请求的前端
[02:26:45] 所以这种操作会导致
[02:26:47] 每一次请求
[02:26:48] 都会无法重复利用
[02:26:49] 前面计算的结果
[02:26:50] 所以这个
[02:26:51] 对推理系统
[02:26:52] 带来一个巨大的负载
[02:26:53] 然后呢
[02:26:54] 还有一些古老的传统
[02:26:55] 比如说ChatGPT
[02:26:57] 它之前在System Prompt里面
[02:26:59] 会加入当前的日期
[02:27:00] 所以呢
[02:27:01] 前缀缓存
[02:27:02] 会在日期切换的时候
[02:27:03] 统一失效
[02:27:04] 这个也是一个
[02:27:05] 很不好的行为
[02:27:06] 那现在更优雅的做法是
[02:27:08] 你可以把日期
[02:27:09] 当作一个工具
[02:27:10] 提供给模型
[02:27:11] 然后呢
[02:27:12] 模型如果觉得
[02:27:12] 这一次需要当前日期
[02:27:14] 它可以再去查询
[02:27:15] 当前日期
[02:27:16] 所以呢
[02:27:16] 你不要把一个
[02:27:17] 经常变化的东西
[02:27:18] 放在请求的前端
[02:27:20] 然后
[02:27:21] 最极端的例子
[02:27:22] 就是有一些
[02:27:23] 这个Harness框架
[02:27:24] 把当前的时间
[02:27:25] 嵌入到请求里面
[02:27:27] 而且精确到了秒
[02:27:28] 以及它的定时任务
[02:27:30] 总是设置到整点
[02:27:32] 这就导致
[02:27:33] 就是
[02:27:33] 就是
[02:27:33] 一到整点
[02:27:34] 这个推理系统
[02:27:35] 就会收到一大波
[02:27:36] 巨大的流量
[02:27:37] 而且这个
[02:27:38] 对推理系统
[02:27:39] 会造成巨大的压力
[02:27:40] 那MungShot的同学
[02:27:41] 对于这个
[02:27:42] 有一个非常形象的说法
[02:27:44] 就是
[02:27:44] 一群小龙虾
[02:27:45] 一到整点
[02:27:46] 就集体出动
[02:27:47] 攻打月球
[02:27:48] 那其实这种东西
[02:27:49] 都是可以
[02:27:50] 很简单的优化的
[02:27:51] 你比如说
[02:27:52] 每小时一次的定时任务
[02:27:54] 如果你不是
[02:27:54] 要求整点的话
[02:27:55] 你可以在每小时里面
[02:27:57] 随机选取一个时间点
[02:27:58] 然后再比如说
[02:28:00] 你的时间戳
[02:28:00] 不要放在
[02:28:01] System Prompt里面
[02:28:02] 这些其实都是
[02:28:03] 很基础的逻辑
[02:28:04] 但是
[02:28:05] 可能觉得
[02:28:06] 就是这个时代
[02:28:07] 比较浮躁
[02:28:07] 然后
[02:28:08] 知道这些基础的人
[02:28:09] 其实都比较少
[02:28:10] 然后
[02:28:11] 就是说到这里
[02:28:13] DeepSig
[02:28:13] 它最近完成了
[02:28:14] 一轮大额的融资
[02:28:15] 然后它也在
[02:28:16] 进行大量的扩招
[02:28:17] 那其实可以看到
[02:28:19] 它招聘的首位
[02:28:20] 就是
[02:28:21] Agent的框架
[02:28:22] 设计相关的岗位
[02:28:23] 所以在这里
[02:28:24] 我也非常期待
[02:28:25] 就是DeepSig
[02:28:26] 能够推出
[02:28:27] 什么样的
[02:28:27] Agent的设计的框架
[02:28:29] 然后
[02:28:30] 他们在模型
[02:28:31] 和Infra的
[02:28:32] Code Design方面
[02:28:32] 可以说是
[02:28:33] 一技绝尘
[02:28:34] 那我也相信
[02:28:35] 他们的Agent的框架
[02:28:36] Harness的框架
[02:28:37] 也能够达到
[02:28:38] 和这个Infra
[02:28:39] Code Design的一个高度
[02:28:40] 然后再给社区
[02:28:41] 上一课说
[02:28:42] 这才是好的
[02:28:43] Agent的框架
[02:28:44] 那你刚才说的是
[02:28:45] Agent框架
[02:28:46] Harness
[02:28:47] Infra
[02:28:47] 它们之间的Code Design
[02:28:49] 那在
[02:28:49] 也有人说会在
[02:28:50] 未来的AI系统里
[02:28:52] 模型架构
[02:28:52] 和芯片架构
[02:28:53] 也会越来越偶合
[02:28:54] 就像
[02:28:56] 苹果的M芯片
[02:28:57] 和iOS那样
[02:28:58] 你同意吗
[02:28:58] 这对你们
[02:28:59] 设计这个通用框架
[02:29:01] 意味着什么
[02:29:01] 目前的整体趋势
[02:29:04] 确实就是
[02:29:04] 模型框架
[02:29:05] 这个模型的结构
[02:29:06] 和芯片的架构
[02:29:08] 它越来越偶合了
[02:29:09] 而且其实主要就是
[02:29:10] 就刚才说的
[02:29:11] 模型它是
[02:29:12] 往芯片这边靠
[02:29:13] 因为芯片
[02:29:14] 已经设计成那个样子
[02:29:15] 对
[02:29:15] 然后如果你没有
[02:29:16] 往芯片那边靠
[02:29:17] 你的效率
[02:29:17] 就会极大的降低
[02:29:18] 那这里我又
[02:29:20] 又搬出这个
[02:29:21] David Patterson
[02:29:21] 就是他在
[02:29:23] 获得图灵奖的时候
[02:29:24] 有过一个演讲
[02:29:25] 就是说他对于
[02:29:26] 计算机体系结构的
[02:29:27] 一些看法
[02:29:28] 这里面主要有
[02:29:29] 两点内容
[02:29:30] 第一
[02:29:31] 第一点就是
[02:29:31] 摩尔定律
[02:29:32] 已经无法继续延续了
[02:29:34] 就是通用的算力
[02:29:36] 已经没有办法
[02:29:37] 再继续往上涨
[02:29:38] 那么在这个时候
[02:29:39] 你想要获得
[02:29:40] 更高的性能
[02:29:41] 唯一的出路
[02:29:42] 就是设计领域
[02:29:43] 特定的芯片结构
[02:29:44] 就是为
[02:29:45] 特定的负载
[02:29:46] 提供特殊的芯片
[02:29:47] 那这反过来
[02:29:48] 又进一步限制了说
[02:29:49] 芯片已经设计成
[02:29:50] 这个样子了
[02:29:51] 它是为这个负载设计的
[02:29:53] 那如果你这个硬件
[02:29:54] 你这个模型
[02:29:55] 没有设计成这个样子
[02:29:56] 那你就无法享受到
[02:29:57] 这个芯片的红利
[02:29:58] 第二点就是
[02:30:00] 矩阵乘法
[02:30:01] 是如此的简单
[02:30:02] 但是有效
[02:30:02] 当芯片结构
[02:30:04] 为特定的这个负载
[02:30:05] 进行特殊优化的时候
[02:30:07] 那我们自然就要问
[02:30:08] 这个特定的负载
[02:30:09] 是否那么重要
[02:30:10] 是否值得我们
[02:30:11] 去大力优化
[02:30:13] 那英伟达的发展历史
[02:30:14] 以及这20多年来
[02:30:15] 这个工业界的
[02:30:16] 探索经验就表明
[02:30:17] 矩阵乘法
[02:30:18] 这个特殊的负载
[02:30:19] 就是如此的有效
[02:30:21] 你只要能够
[02:30:22] 把矩阵乘法算得快
[02:30:23] 很多问题就能够解决
[02:30:25] 所以这两点
[02:30:26] 可能是相辅相成的
[02:30:27] 就导致
[02:30:28] 现在高性能的计算芯片
[02:30:31] 基本上都特化成了
[02:30:33] 矩阵乘法的计算单元
[02:30:34] 所以模型结构的设计
[02:30:36] 也必须要尽可能地
[02:30:38] 往这个矩阵乘法
[02:30:39] 这方面去靠近
[02:30:40] 这方面我可能
[02:30:42] 可以举一个具体的例子
[02:30:43] 就比如说
[02:30:44] 这个F18的
[02:30:46] 这个量化格式的设计
[02:30:47] 24年到25年的时候
[02:30:49] 英伟达的这个旗舰芯片
[02:30:51] 是从A100转变为H100
[02:30:53] 然后从amper架构
[02:30:55] 升级成hopper架构
[02:30:56] 那么hopper架构
[02:30:57] 其中一个
[02:30:57] 巨大的卖点
[02:30:58] 就是F18的算力
[02:31:00] 就是8比特的这个浮点运算
[02:31:02] 那么它比16比特的浮点运算
[02:31:04] 可以快两倍
[02:31:05] 那么在这个模型结构设计里面
[02:31:07] 你想要用上这个加倍的算力
[02:31:09] 其实并不容易的
[02:31:10] 一个简单的办法
[02:31:12] 就是你可以把这个模型
[02:31:13] 进行全局量化
[02:31:14] 全局量化成F18
[02:31:16] 但是这个很容易损失精度
[02:31:19] 然后DeepSeek应该是
[02:31:21] 第一个大规模
[02:31:22] 跑通F18训练的团队
[02:31:23] 就是他们的核心
[02:31:25] 就在于分块量化
[02:31:26] 就是对于
[02:31:27] 做block的quantization
[02:31:29] 然后对于activation
[02:31:30] 做逐channel的quantization
[02:31:32] 这个设计也是符合
[02:31:34] 下一代芯片的
[02:31:35] 这个MX的一些量化格式的
[02:31:37] 当然纯粹的这个分块量化
[02:31:39] 其实并不能解决这个问题
[02:31:40] 有一些这个团队
[02:31:42] 之前也探索过
[02:31:43] 发现这种方式的话
[02:31:45] 其实矩阵计算的乘法
[02:31:46] 存在一个精度问题
[02:31:48] 所以成为了这个
[02:31:49] 摆在他们面前的第二道关卡
[02:31:51] 但是他们这个DeepSeek
[02:31:54] 探索出了这个矩阵乘法之后
[02:31:56] 再拿向量
[02:31:57] 单元做累加的思路
[02:31:59] 那么利用芯片上
[02:32:00] 两部分计算单元
[02:32:02] 可以同时执行的特点
[02:32:03] 做到了精度不损失情况下的
[02:32:05] 计算效率的领先
[02:32:06] 所以就领先了
[02:32:08] 其他竞争对手一个身位
[02:32:09] 然后其实这些故事
[02:32:11] 都是可以公开可查的
[02:32:12] 就是其实他们都写在
[02:32:14] DeepSeek的这个技术报告里面
[02:32:16] 只是对看的人多少的问题
[02:32:18] 不同的人会画不一样的重点
[02:32:19] 对于技术报告来说
[02:32:21] 那如果对于想要做好
[02:32:23] Infra的模型团队
[02:32:24] 给一些建议的话
[02:32:25] 这里面可能的secret sauce
[02:32:27] 会是什么呢
[02:32:28] 有没有一些比如说思维方式
[02:32:30] 或者方法论层面呢
[02:32:31] 我觉得这里面核心是
[02:32:33] 要从第一性原理的角度
[02:32:35] 去思考问题
[02:32:35] 也就是我们所谓的
[02:32:37] first principle
[02:32:38] 因为AI行业非常火热
[02:32:40] 然后行业里面涌入了
[02:32:42] 非常多的从业者
[02:32:43] 那每一个话题
[02:32:45] 每个月可能都有十个
[02:32:46] 层出不穷的新技术
[02:32:48] 那这些就需要技术团队
[02:32:50] 从第一性的原理的角度出发
[02:32:52] 去思考哪些技术是有用的
[02:32:54] 哪些技术它只是花拳绣腿
[02:32:56] 那比如说
[02:32:57] 做推理引擎
[02:32:58] 那有些同学
[02:32:59] 他连continuous batching的技术
[02:33:01] 这个概念都不知道
[02:33:03] 他只能在这个
[02:33:04] 别人给的代码里面
[02:33:05] 做一些修修补补
[02:33:06] 然后再测量一些速度
[02:33:08] 也不知道这个速度的提升
[02:33:09] 来自于哪里
[02:33:10] 然后呢
[02:33:11] 有些同学他做性能优化
[02:33:13] 他可能连GPU性能测试的
[02:33:15] 这个基本概念都不知道
[02:33:16] 更别说
[02:33:17] 比如说要考虑一些
[02:33:18] 这个散热呀
[02:33:19] 功率呀
[02:33:20] 机器的硬件频率
[02:33:21] 对这个性能的影响
[02:33:22] 那这样的同学
[02:33:23] 做性能优化
[02:33:24] 他可能就像抽彩票一样
[02:33:26] 就是他的
[02:33:26] 有性能提升
[02:33:27] 运气
[02:33:28] 对吧
[02:33:28] 那再比如说
[02:33:30] 模型结构设计
[02:33:30] 对吧
[02:33:31] 那有些同学
[02:33:32] 他连attention
[02:33:32] 在各种这个batching条件下的
[02:33:34] 计算过程都不知道
[02:33:35] 只知道一些课本上的公式
[02:33:37] 也不知道这个
[02:33:38] flash attention
[02:33:39] 是怎么写的
[02:33:40] 那他面对这个
[02:33:41] 旋转位置编码的
[02:33:43] 100种上下文
[02:33:44] 扩展方式的时候
[02:33:45] 他如何判断
[02:33:46] 这里面哪一个方式
[02:33:47] 是值得投入的呢
[02:33:48] 所以说我觉得
[02:33:49] 一个团队靠谱的
[02:33:51] 首要条件
[02:33:51] 就是要在这个团队里面
[02:33:53] 有足够多的人
[02:33:54] 他能够从
[02:33:55] 第一性原理的角度去思考
[02:33:57] 他们
[02:33:57] 他们
[02:33:57] 显然要解决的是
[02:33:58] 什么样的问题
[02:33:59] 然后在这样的前提下
[02:34:01] 不同的团队
[02:34:02] 他可能因为
[02:34:03] 他们使用的硬件环境
[02:34:04] 不一样
[02:34:04] 或者资源的限制不一样
[02:34:06] 做出了各种各样的选择
[02:34:07] 那都是合理的
[02:34:08] 但我觉得
[02:34:09] 只要他们是从
[02:34:10] 第一性原理的角度去思考
[02:34:12] 去解决问题
[02:34:13] 那他们的结果
[02:34:14] 都不会差
[02:34:14] 然后我再举一个例子
[02:34:16] 就是
[02:34:16] 这个我从算法研究
[02:34:18] 转到这个
[02:34:19] 机器学习系统研究嘛
[02:34:20] 所以我对
[02:34:21] 机器学习系统的
[02:34:22] 知识积累
[02:34:23] 肯定不如
[02:34:24] 在业内耕耘
[02:34:25] 很多年的同学
[02:34:26] 但是我在学习
[02:34:27] 这个GPU Kernel
[02:34:28] 编程的时候
[02:34:29] 那我首先看的就是
[02:34:31] GPU的编程模型
[02:34:32] 它给我提供了
[02:34:33] 哪些设计空间
[02:34:35] 那了解了
[02:34:36] 这些第一性原理之后
[02:34:38] 我很快就找到了一个
[02:34:39] 就是有一个
[02:34:40] 很头疼的问题是
[02:34:41] GPU上的一个
[02:34:42] 非法内存访问
[02:34:43] 我们叫做
[02:34:43] Illegal Memory Assess
[02:34:44] 这个是GPU Kernel里面
[02:34:46] 一个非常难
[02:34:47] 调试的问题
[02:34:48] 但是当我从
[02:34:49] 第一性的原理的角度
[02:34:50] 理解了GPU Kernel之后
[02:34:52] 那么我很快就找到了
[02:34:53] 一个叫做
[02:34:54] Cuda Core Dump的技术
[02:34:55] 那么我很快就找到了
[02:34:55] 这个技术
[02:34:56] 它其实存在的很久了
[02:34:58] 但是AI Infra的圈子里面
[02:35:00] 知道的人非常少
[02:35:01] 那我是在了解了
[02:35:03] GPU的编程结构之后
[02:35:04] 这个编程模型
[02:35:05] 我觉得这个编程模型
[02:35:07] 它就应该存在
[02:35:08] 一个这样的工具
[02:35:09] 那么GPU的驱动
[02:35:10] 应该能够支持
[02:35:12] 这样的任务
[02:35:12] 所以我是带着这个任务
[02:35:14] 持续不断地去问
[02:35:16] 英伟达的团队说
[02:35:16] 你应该有一个
[02:35:17] 这样的方案
[02:35:18] 你给我找出来
[02:35:19] 那最后他们确实找出来
[02:35:20] 这个方案其实是
[02:35:21] 已经存在的
[02:35:22] 只是不为人知道
[02:35:23] 然后我后面
[02:35:25] 把这套方案
[02:35:25] 再设计出来
[02:35:25] 去里面进行推广之后
[02:35:27] 其实这个解决了
[02:35:28] 非常多的疑难杂症
[02:35:30] 所以说
[02:35:30] 就是在一个
[02:35:31] 快速发展的阶段
[02:35:33] 通过第一性原理
[02:35:34] 去看清楚
[02:35:35] 这个时代发展的主线
[02:35:37] 然后屏蔽噪音
[02:35:38] 持续在一个
[02:35:39] 有用的方向投入
[02:35:40] 我觉得这是最重要的
[02:35:42] 那基于我们说
[02:35:43] 这个模型结构和
[02:35:44] Infra这个Code Design理念
[02:35:46] 你觉得在Infra和
[02:35:48] 模型结构这两条线上
[02:35:50] 它们分别的眼睛方向
[02:35:51] 是什么样的
[02:35:52] 能不能做一些技术预测
[02:35:53] 这个比较难预测
[02:35:54] 因为模型结构
[02:35:55] 的发展
[02:35:56] 它也不是一个
[02:35:57] 线性向前的
[02:35:58] 它更多可能是一个
[02:35:59] 螺旋式的上升吧
[02:36:00] 然后有的时候
[02:36:01] 可能也会走到一些弯路
[02:36:03] 而且呢
[02:36:03] 这个模型结构和Infra
[02:36:05] 它不是全部
[02:36:06] 对吧
[02:36:06] 它有的时候都是服务于
[02:36:07] 对应的需求的
[02:36:08] 所以说
[02:36:09] 我觉得很难
[02:36:11] 做一些大的预测吧
[02:36:12] 但是
[02:36:12] 这里我就
[02:36:14] 就来几个Hot Take吧
[02:36:15] 就反正也不论
[02:36:16] 这个正确
[02:36:17] 我觉得一个Hot Take
[02:36:18] 就是我觉得
[02:36:19] 模型对于上下纹的需求
[02:36:21] 基本上应该停留在
